,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer
45326,tt0404203,Little Children,Little Children,2006,2007-02-09,"Comedy, Drama, Romance",137,USA,7.5,104097,26000000,7.5,104097,7.6,8.0,7.4,Kate Winslet,Todd Field,Kate Winslet
45329,tt0404254,Quella svitata della mia ragazza,My Sassy Girl,2008,2008-06-26,"Comedy, Drama, Romance",92,USA,6.3,19408,0,6.3,19408,6.6,7.0,6.2,Elisha Cuthbert,Yann Samuell,Elisha Cuthbert
45360,tt0405296,A Scanner Darkly - Un oscuro scrutare,A Scanner Darkly,2006,2006-10-20,"Animation, Crime, Drama",100,USA,7.1,105125,8700000,7.1,105125,7.2,7.0,7.1,Rory Cochrane,Richard Linklater,Rory Cochrane
45373,tt0405632,The Absence of Light,The Absence of Light,2006,2006-08-04,"Action, Drama, Horror",77,USA,2.1,291,0,2.1,291,6.2,9.0,1.8,Richard Conant,Patrick Desmond,Richard Conant
45414,tt0406816,The Guardian,The Guardian,2006,2007-01-19,"Action, Adventure, Drama",139,USA,6.9,86282,70000000,6.9,86282,7.1,7.0,7.2,Kevin Costner,Andrew Davis,Kevin Costner
45428,tt0407038,Pucked,Pucked,2006,2006-02-10,"Comedy, Sport",83,USA,4.1,1047,3500000,4.1,1047,4.7,4.0,4.2,Jon Bon Jovi,Arthur Hiller,Jon Bon Jovi
45458,tt0407814,Full Grown Men,Full Grown Men,2006,2006-04-27,"Comedy, Drama",78,USA,4.9,309,2000000,4.9,309,6.3,6.0,5.1,Matt McGrath,David Munro,Matt McGrath
45462,tt0407887,The Departed - Il bene e il male,The Departed,2006,2006-10-27,"Crime, Drama, Thriller",151,USA,8.5,1159703,90000000,8.5,1159703,8.5,9.0,8.3,Leonardo DiCaprio,Martin Scorsese,Leonardo DiCaprio
45482,tt0408336,Wild Girls Gone,Wild Girls Gone,2007,2007-10-01,Comedy,93,USA,5.0,138,0,5.0,138,6.7,7.5,3.9,Matt Walsh,John Ennis,Matt Walsh
45483,tt0408345,Firewall - Accesso negato,Firewall,2006,2006-04-21,"Crime, Thriller",105,USA,5.8,55656,50000000,5.8,55656,5.9,6.0,5.9,Harrison Ford,Richard Loncraine,Harrison Ford
45492,tt0408839,Lo spaccacuori,The Heartbreak Kid,2007,2007-11-09,"Comedy, Romance",116,USA,5.8,84805,60000000,5.8,84805,5.9,6.0,5.4,Ben Stiller,Bobby Farrelly,Ben Stiller
45497,tt0408985,L'ultima vacanza,Last Holiday,2006,2006-03-23,"Comedy, Romance",112,USA,6.5,27913,45000000,6.5,27913,6.7,7.0,6.7,Queen Latifah,Wayne Wang,Queen Latifah
45503,tt0409043,Grilled,Grilled,2006,2006-10-31,"Comedy, Crime",83,USA,5.2,5318,0,5.2,5318,5.4,5.0,4.8,Ray Romano,Jason Ensler,Ray Romano
45506,tt0409182,Poseidon,Poseidon,2006,2006-06-01,"Action, Adventure, Thriller",98,USA,5.7,96734,160000000,5.7,96734,5.8,6.0,5.8,Josh Lucas,Wolfgang Petersen,Josh Lucas
45512,tt0409459,Watchmen,Watchmen,2009,2009-03-06,"Action, Drama, Mystery",162,USA,7.6,491133,130000000,7.6,491133,7.6,8.0,7.2,Malin Akerman,Zack Snyder,Malin Akerman
45532,tt0409962,Last Sunset,Last Sunset,2006,2006-10-15,"Drama, Romance, Thriller",84,USA,4.6,269,500000,4.6,269,4.8,5.0,3.0,Joan Severance,Michael Valverde,Joan Severance
45539,tt0410297,La casa sul lago del tempo,The Lake House,2006,2006-06-23,"Drama, Fantasy, Romance",99,USA,6.8,137599,40000000,6.8,137599,7.0,7.0,7.0,Keanu Reeves,Alejandro Agresti,Keanu Reeves
45543,tt0410377,Alla ricerca dell'isola di Nim,Nim's Island,2008,2008-04-11,"Adventure, Family, Fantasy",96,USA,6.0,32945,37000000,6.0,32945,6.2,6.0,6.2,Abigail Breslin,Jennifer Flackett,Abigail Breslin
45546,tt0410403,Only the Brave,Only the Brave,2006,2006-02-17,"Drama, War",99,USA,5.3,773,3300000,5.3,773,5.8,6.0,5.6,Tamlyn Tomita,Lane Nishikawa,Tamlyn Tomita
45567,tt0410751,Thanks to Gravity,Thanks to Gravity,2006,2006-06-13,"Comedy, Drama, Romance",96,USA,5.6,173,0,5.6,173,6.0,6.0,6.0,Gina Philips,Jessica Kavana Dornbusch,Gina Philips
45568,tt0410757,Threat,Threat,2006,2006-01-13,Drama,90,USA,4.9,396,0,4.9,396,6.2,7.0,4.5,Carlos Puga,Matt Pizzolo,Carlos Puga
45591,tt0411475,Hell Ride,Hell Ride,2008,2009-01-17,"Action, Drama, Thriller",84,USA,5.1,15323,0,5.1,15323,5.3,5.0,4.9,Julia Jones,Larry Bishop,Julia Jones
45614,tt0412297,29 Reasons to Run,29 Reasons to Run,2006,2006-01-12,Comedy,99,USA,5.8,143,100000,5.8,143,6.0,7.0,4.5,Gary Weeks,Damon O'Steen,Gary Weeks
45626,tt0412637,Delirious - Tutto è possibile,Delirious,2006,2007-05-18,"Comedy, Drama, Romance",107,USA,6.5,5893,5000000,6.5,5893,6.7,7.0,6.7,Steve Buscemi,Tom DiCillo,Steve Buscemi
45630,tt0412808,The Hawk Is Dying,The Hawk Is Dying,2006,2008-07-09,Drama,112,USA,6.0,1153,0,6.0,1153,6.4,6.0,5.7,Paul Giamatti,Julian Goldberger,Paul Giamatti
45635,tt0413099,Un'impresa da Dio,Evan Almighty,2007,2007-09-28,"Comedy, Family, Fantasy",96,USA,5.4,137414,175000000,5.4,137414,5.5,6.0,5.6,Steve Carell,Tom Shadyac,Steve Carell
45637,tt0413267,Shrek Terzo,Shrek the Third,2007,2007-08-31,"Animation, Adventure, Comedy",93,USA,6.1,274290,160000000,6.1,274290,6.1,6.0,6.3,Mike Myers,Chris Miller,Mike Myers
45639,tt0413300,Spider-Man 3,Spider-Man 3,2007,2007-05-01,"Action, Adventure, Sci-Fi",139,USA,6.2,489497,258000000,6.2,489497,6.3,6.0,6.2,Tobey Maguire,Sam Raimi,Tobey Maguire
45675,tt0414426,Quid Pro Quo,Quid Pro Quo,2008,2008-01-20,"Drama, Mystery, Romance",82,USA,6.2,2287,0,6.2,2287,6.4,6.0,6.4,Nick Stahl,Carlos Brooks,Nick Stahl
45699,tt0414982,Final Destination 3,Final Destination 3,2006,2006-03-24,"Horror, Thriller",93,USA,5.8,128313,25000000,5.8,128313,6.0,6.0,5.9,Mary Elizabeth Winstead,James Wong,Mary Elizabeth Winstead
45711,tt0415141,Mama's Boy,Mama's Boy,2007,2007-12-14,"Comedy, Drama",93,USA,5.2,5448,15000000,5.2,5448,5.4,5.0,5.3,Jon Heder,Tim Hamilton,Jon Heder
45719,tt0415306,Ricky Bobby - La storia di un uomo che sapeva contare fino a uno,Talladega Nights: The Ballad of Ricky Bobby,2006,2006-11-03,"Comedy, Sport",108,USA,6.6,164356,72500000,6.6,164356,6.7,7.0,6.3,Will Ferrell,Adam McKay,Will Ferrell
45721,tt0415345,7 Mummies,Seven Mummies,2006,2006-02-27,"Action, Adventure, Drama",90,USA,2.4,2259,5000000,2.4,2259,3.1,2.0,2.8,Matt Schulze,Nick Quested,Matt Schulze
45724,tt0415489,American Crude - Follie in America,American Crude,2008,2008-10-07,"Comedy, Drama",96,USA,3.7,1608,10000000,3.7,1608,4.3,4.0,3.4,Raymond J. Barry,Craig Sheffer,Raymond J. Barry
45740,tt0415856,Hounddog,Hounddog,2007,2007-01-22,"Drama, Music",102,USA,6.3,5891,3750000,6.3,5891,6.5,7.0,6.8,Dakota Fanning,Deborah Kampmeier,Dakota Fanning
45746,tt0415949,Al passo con gli Steins,Keeping Up with the Steins,2006,2007-08-03,Comedy,90,USA,5.3,3014,0,5.3,3014,5.6,6.0,5.8,Daryl Sabara,Scott Marshall,Daryl Sabara
45750,tt0415965,Martian Child - Un bambino da amare,Martian Child,2007,2007-11-02,"Comedy, Drama, Family",106,USA,6.8,19763,27000000,6.8,19763,7.0,7.0,7.1,John Cusack,Menno Meyjes,John Cusack
45757,tt0416051,Mr. Fix It,Mr. Fix It,2006,2006-12-26,"Comedy, Romance",93,USA,5.5,1808,0,5.5,1808,6.0,6.0,5.4,David Boreanaz,Darin Ferriola,David Boreanaz
45766,tt0416185,La rivincita del campione,Resurrecting the Champ,2007,2007-08-24,"Drama, Sport",112,USA,6.7,20004,13000000,6.7,20004,6.8,7.0,6.6,Samuel L. Jackson,Rod Lurie,Samuel L. Jackson
45769,tt0416212,La vita segreta delle api,The Secret Life of Bees,2008,2009-04-17,Drama,114,USA,7.3,23935,11000000,7.3,23935,7.5,8.0,7.6,Dakota Fanning,Gina Prince-Bythewood,Dakota Fanning
45774,tt0416236,Spiderwick - Le cronache,The Spiderwick Chronicles,2008,2008-03-21,"Action, Adventure, Drama",96,USA,6.5,86673,90000000,6.5,86673,6.7,7.0,6.7,Freddie Highmore,Mark Waters,Freddie Highmore
45775,tt0416263,Tournament of Dreams,Tournament of Dreams,2007,2007-04-24,"Drama, Sport",88,USA,3.7,156,1500000,3.7,156,5.7,5.0,4.3,Tony Todd,Don Abernathy,Tony Todd
45794,tt0416675,Dark Matter,Dark Matter,2007,2008-04-24,Drama,88,USA,6.0,3248,0,6.0,3248,6.2,6.0,6.2,Meryl Streep,Shi-Zheng Chen,Meryl Streep
45808,tt0416887,Kalamazoo?,Kalamazoo?,2006,2006-04-07,Comedy,107,USA,4.9,113,2000000,4.9,113,6.5,7.0,5.0,Josie Davis,David O'Malley,Josie Davis
45830,tt0417225,Idlewild,Idlewild,2006,2007-04-19,"Crime, Drama, Musical",121,USA,6.3,5152,15000000,6.3,5152,6.6,7.0,6.7,André Benjamin,Bryan Barber,André Benjamin
45838,tt0417433,Annapolis,Annapolis,2006,2006-06-02,"Drama, Romance, Sport",108,USA,5.9,20132,26000000,5.9,20132,6.1,6.0,6.2,James Franco,Justin Lin,James Franco
45844,tt0417614,Un sogno troppo grande,Dreamland,2006,2007-08-01,Drama,88,USA,6.4,2357,0,6.4,2357,6.7,7.0,6.8,Agnes Bruckner,Jason Matzner,Agnes Bruckner
45858,tt0417909,Living the Dream,Living the Dream,2006,2006,"Comedy, Drama",92,USA,3.8,158,1100000,3.8,158,5.2,5.0,8.1,Sean Young,Allan Fiterman,Sean Young
45865,tt0418020,The Novice,The Novice,2006,2006-09-30,Drama,89,USA,6.0,227,0,6.0,227,6.5,6.0,6.5,John Schuk,Murray Robinson,John Schuk
45871,tt0418206,The Surfer King,The Surfer King,2006,2006,Comedy,95,USA,3.7,348,0,3.7,348,4.5,4.0,4.0,Randy Wayne,Bernard Murray Jr.,Randy Wayne
45875,tt0418279,Transformers,Transformers,2007,2007-06-28,"Action, Adventure, Sci-Fi",144,USA,7.0,589274,150000000,7.0,589274,7.2,7.0,7.2,Shia LaBeouf,Michael Bay,Shia LaBeouf
45876,tt0418294,The Virgin of Juarez,The Virgin of Juarez,2006,2006-03-13,"Crime, Drama",90,USA,4.7,378,0,4.7,378,5.1,5.0,4.7,Angus Macfadyen,Kevin James Dobson,Angus Macfadyen
45883,tt0418451,5up 2down,5up 2down,2006,2006-06-01,Drama,95,USA,5.3,108,0,5.3,108,6.1,6.0,6.8,Isaach De Bankolé,Steven Kessler,Isaach De Bankolé
45889,tt0418586,The Cake Eaters - Le vie dell'amore,The Cake Eaters,2007,2009-03-13,"Comedy, Drama, Romance",86,USA,6.3,6802,0,6.3,6802,6.7,7.0,6.2,Elizabeth Ashley,Mary Stuart Masterson,Elizabeth Ashley
45896,tt0418676,Novel Romance,Novel Romance,2006,2006-10-08,"Comedy, Romance",91,USA,5.3,247,1500000,5.3,247,5.8,6.0,5.6,Traci Lords,Emily Skopov,Traci Lords
45897,tt0418689,Flags of Our Fathers,Flags of Our Fathers,2006,2006-11-10,"Action, Adventure, Drama",135,USA,7.0,116024,90000000,7.0,116024,7.1,7.0,7.1,Ryan Phillippe,Clint Eastwood,Ryan Phillippe
45905,tt0418835,Little Fugitive,Little Fugitive,2006,2006-05-27,Drama,89,USA,5.9,177,0,5.9,177,6.6,6.0,5.6,David Castro,Joanna Lipper,David Castro
45914,tt0418905,Mr. Hell,Mr. Hell,2006,2006-04-18,Horror,102,USA,2.4,395,0,2.4,395,3.2,2.0,2.2,Tracy Scoggins,Rob McKinnon,Tracy Scoggins
45920,tt0419081,Psychopathia Sexualis,Psychopathia Sexualis,2006,2006-06-08,Drama,102,USA,3.8,477,0,3.8,477,4.6,4.0,4.5,Kristi Casey,Bret Wood,Kristi Casey
45925,tt0419168,The Hit,The Hit,2007,2007-09-26,"Drama, Thriller",97,USA,4.2,188,1200000,4.2,188,4.7,4.0,4.7,Blair Underwood,Ryan Combs,Blair Underwood
45928,tt0419236,Pittsburgh,Pittsburgh,2006,2006,Comedy,84,USA,6.3,488,0,6.3,488,6.7,7.0,6.4,Jeff Goldblum,Chris Bradley,Jeff Goldblum
45942,tt0419491,Believe in Me,Believe in Me,2006,2006-02-06,"Drama, Sport",131,USA,7.1,924,0,7.1,924,7.3,7.0,7.4,Jeffrey Donovan,Robert Collector,Jeffrey Donovan
45951,tt0419692,Disconnect,Disconnect,2010,2010-08-01,"Drama, Mystery, Sci-Fi",112,USA,4.3,203,0,4.3,203,5.2,5.0,4.3,Steffany Huckaby,Robin Christian,Steffany Huckaby
45964,tt0419843,Il bacio che aspettavo,In the Land of Women,2007,2007-08-24,"Comedy, Drama, Romance",97,USA,6.4,30715,10000000,6.4,30715,6.7,7.0,6.3,Elena Anaya,Jonathan Kasdan,Elena Anaya
45969,tt0419946,Presa mortale,The Marine,2006,2007-06-08,"Action, Comedy, Drama",92,USA,4.7,32004,20000000,4.7,32004,4.9,5.0,5.1,John Cena,John Bonito,John Cena
45974,tt0419984,Mr. Woodcock,Mr. Woodcock,2007,2007-09-14,"Comedy, Romance, Sport",87,USA,5.1,34735,22000000,5.1,34735,5.2,5.0,5.0,Billy Bob Thornton,Craig Gillespie,Billy Bob Thornton
45980,tt0420087,Radio America,A Prairie Home Companion,2006,2006-06-01,"Comedy, Drama, Music",105,USA,6.7,21686,10000000,6.7,21686,6.9,7.0,6.4,Marylouise Burke,Robert Altman,Marylouise Burke
45993,tt0420223,Vero come la finzione,Stranger Than Fiction,2006,2007-02-02,"Comedy, Drama, Fantasy",113,USA,7.5,215310,30000000,7.5,215310,7.7,8.0,7.5,Will Ferrell,Marc Forster,Will Ferrell
46000,tt0420293,Effetto Lucifero,The Stanford Prison Experiment,2015,2015-07-17,"Biography, Drama, History",122,USA,6.9,35968,0,6.9,35968,6.9,7.0,7.0,Billy Crudup,Kyle Patrick Alvarez,Billy Crudup
46001,tt0420294,Non aprite quella porta: L'inizio,The Texas Chainsaw Massacre: The Beginning,2006,2006-11-17,"Horror, Thriller",91,USA,5.8,66836,16000000,5.8,66836,6.0,6.0,5.9,Jordana Brewster,Jonathan Liebesman,Jordana Brewster
46012,tt0420609,Infamous - Una pessima reputazione,Infamous,2006,2007-01-12,"Biography, Crime, Drama",110,USA,7.0,16112,13000000,7.0,16112,7.1,7.0,7.2,Sigourney Weaver,Douglas McGrath,Sigourney Weaver
46020,tt0420757,Il diario di Jack,Man About Town,2006,2008-07-04,"Comedy, Drama",96,USA,5.5,7542,0,5.5,7542,5.7,6.0,5.4,Ben Affleck,Mike Binder,Ben Affleck
46031,tt0421045,Quel Genio di Bickford,Bickford Shmeckler's Cool Ideas,2006,2008-05-22,"Comedy, Romance",79,USA,5.7,3202,1000000,5.7,3202,6.0,6.0,5.9,Patrick Fugit,Scott Lew,Patrick Fugit
46035,tt0421073,La notte non aspetta,Street Kings,2008,2008-04-11,"Action, Crime, Drama",109,USA,6.8,106070,20000000,6.8,106070,6.9,7.0,6.6,Keanu Reeves,David Ayer,Keanu Reeves
46039,tt0421143,A New Wave,A New Wave,2006,2006-04-07,"Action, Crime",93,USA,4.3,381,760000,4.3,381,5.2,5.0,4.6,Andrew Keegan,Jason Carvey,Andrew Keegan
46042,tt0421206,La gang di Gridiron,Gridiron Gang,2006,2006-09-15,"Biography, Crime, Drama",125,USA,6.9,54361,30000000,6.9,54361,7.4,7.0,7.3,Dwayne Johnson,Phil Joanou,Dwayne Johnson
46045,tt0421237,Royal Kill,Royal Kill,2009,2009-04-10,"Action, Thriller",90,USA,2.9,514,350000,2.9,514,3.9,3.0,2.3,Pat Morita,Babar Ahmed,Pat Morita
46051,tt0421539,9/Tenths,9/Tenths,2006,2008-08-28,"Drama, Romance, Thriller",98,USA,5.2,593,1000000,5.2,593,5.7,6.0,5.5,Gabrielle Anwar,Bob Degus,Gabrielle Anwar
46058,tt0421715,Il curioso caso di Benjamin Button,The Curious Case of Benjamin Button,2008,2009-02-13,"Drama, Fantasy, Romance",166,USA,7.8,575714,150000000,7.8,575714,7.8,8.0,7.8,Cate Blanchett,David Fincher,Cate Blanchett
46059,tt0421729,FBI: Operazione tata,Big Momma's House 2,2006,2006-05-12,"Comedy, Crime",99,USA,4.7,39973,40000000,4.7,39973,5.0,5.0,5.2,Martin Lawrence,John Whitesell,Martin Lawrence
46080,tt0422295,Fur - Un ritratto immaginario di Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus,2006,2006-10-20,"Biography, Drama, Romance",122,USA,6.5,15068,16800000,6.5,15068,6.7,7.0,7.0,Nicole Kidman,Steven Shainberg,Nicole Kidman
46083,tt0422366,The Guatemalan Handshake,The Guatemalan Handshake,2006,2006-11-13,"Comedy, Drama",98,USA,6.0,341,0,6.0,341,6.7,7.0,7.2,Katy Haywood,Todd Rohal,Katy Haywood
46085,tt0422401,Hatchet,Hatchet,2006,2010-04-02,"Comedy, Horror, Thriller",93,USA,5.7,28336,1500000,5.7,28336,5.8,6.0,5.3,Joel David Moore,Adam Green,Joel David Moore
46091,tt0422479,Intellectual Property,Intellectual Property,2006,2006-03-21,"Drama, Thriller",81,USA,5.7,160,0,5.7,160,6.2,6.0,5.2,Christopher Masterson,Nicholas Peterson,Christopher Masterson
46103,tt0422783,Music Within,Music Within,2007,2007-01-05,"Biography, Comedy, Drama",94,USA,7.3,5517,0,7.3,5517,7.5,8.0,7.4,Clint Jung,Steven Sawalich,Clint Jung
46104,tt0422861,Prima o poi s...vengo!,The Oh in Ohio,2006,2007-02-02,"Comedy, Drama, Romance",88,USA,5.5,5975,5000000,5.5,5975,5.7,6.0,5.5,Parker Posey,Billy Kent,Parker Posey
46116,tt0423169,Sherrybaby,Sherrybaby,2006,2007-02-09,Drama,96,USA,6.6,11341,2000000,6.6,11341,6.7,7.0,6.7,Maggie Gyllenhaal,Laurie Collyer,Maggie Gyllenhaal
46124,tt0423294,Surf's Up - I re delle onde,Surf's Up,2007,2007-10-05,"Animation, Comedy, Family",85,USA,6.7,67541,100000000,6.7,67541,6.9,7.0,6.7,Shia LaBeouf,Ash Brannon,Shia LaBeouf
46129,tt0423372,El Cortez,El Cortez,2006,2007-01-27,"Drama, Thriller",94,USA,5.4,526,0,5.4,526,5.8,6.0,5.1,Lou Diamond Phillips,Stephen Purvis,Lou Diamond Phillips
46137,tt0423474,Venus & Vegas,Venus & Vegas,2010,2010-11-01,"Action, Comedy, Crime",95,USA,4.1,531,5000000,4.1,531,4.7,4.0,3.9,Donald Faison,Demian Lichtenstein,Donald Faison
46141,tt0423783,11 Minutes Ago,11 Minutes Ago,2007,2007-04-26,"Romance, Sci-Fi",83,USA,6.4,385,0,6.4,385,7.0,7.0,6.3,Ian Michaels,Bob Gebert,Ian Michaels
46155,tt0424107,The Garage,The Garage,2006,2006-02-04,Drama,94,USA,5.4,307,1000000,5.4,307,7.3,8.0,4.5,Gabriel Marantz,Carl Thibault,Gabriel Marantz
46170,tt0424345,Clerks II,Clerks II,2006,2006-09-29,Comedy,97,USA,7.3,128887,5000000,7.3,128887,7.5,8.0,7.0,Brian O'Halloran,Kevin Smith,Brian O'Halloran
46186,tt0424823,Balls of Fury - Palle in gioco,Balls of Fury,2007,2007-08-29,"Comedy, Crime, Sport",90,USA,5.3,40264,0,5.3,40264,5.4,5.0,5.2,Dan Fogler,Robert Ben Garant,Dan Fogler
46193,tt0424867,Bristol Boys,Bristol Boys,2006,2006-11-13,"Crime, Drama",88,USA,5.7,362,500000,5.7,362,6.0,6.0,5.9,Will Janowitz,Brandon David,Will Janowitz
46196,tt0424890,The Choke,The Choke,2006,2006-04-12,"Thriller, Horror",90,USA,3.4,351,1000000,3.4,351,3.8,3.0,3.7,Damon Abdallah,Juan Mas,Damon Abdallah
46198,tt0424938,Karla,Karla,2006,2006-01-20,"Crime, Drama, Thriller",99,USA,5.5,5648,5000000,5.5,5648,5.6,6.0,5.7,Laura Prepon,Joel Bender,Laura Prepon
46204,tt0424993,Impiegato del mese,Employee of the Month,2006,2006-10-06,"Comedy, Romance",103,USA,5.5,44008,12000000,5.5,44008,5.7,6.0,5.3,Dane Cook,Greg Coolidge,Dane Cook
46210,tt0425061,Agente Smart - Casino totale,Get Smart,2008,2008-07-09,"Action, Adventure, Comedy",110,USA,6.5,200748,80000000,6.5,200748,6.6,7.0,6.4,Steve Carell,Peter Segal,Steve Carell
46211,tt0425068,Glow Ropes: The Rise and Fall of a Bar Mitzvah Emcee,Glow Ropes: The Rise and Fall of a Bar Mitzvah Emcee,2008,2008-07-30,Comedy,90,USA,3.8,112,1000000,3.8,112,5.6,5.0,4.0,Steven Zakari,George Valencia,Steven Zakari
46214,tt0425087,The Hard Easy,The Hard Easy,2006,2007-02-06,"Action, Crime, Drama",105,USA,5.7,753,0,5.7,753,6.2,6.0,6.4,Henry Thomas,Ari Ryan,Henry Thomas
46216,tt0425094,Heavens Fall,Heavens Fall,2006,2006-07-20,"Crime, Drama",105,USA,6.7,1228,4000000,6.7,1228,6.8,7.0,6.7,Timothy Hutton,Terry Green,Timothy Hutton
46220,tt0425132,Inside,Inside,2006,2008-02-26,"Drama, Horror, Thriller",99,USA,5.4,612,0,5.4,612,5.9,6.0,6.0,Nicholas D'Agosto,Jeff Mahler,Nicholas D'Agosto
46222,tt0425151,Jimmy and Judy,Jimmy and Judy,2006,2006-02-05,"Crime, Drama, Thriller",99,USA,6.0,1514,1000000,6.0,1514,6.6,7.0,6.3,Edward Furlong,Randall Rubin,Edward Furlong
46235,tt0425253,La prima volta di Niky,Mini's First Time,2006,2007-08-09,"Comedy, Crime, Drama",91,USA,5.8,7985,6000000,5.8,7985,6.0,6.0,5.9,Alec Baldwin,Nick Guthe,Alec Baldwin
46239,tt0425308,Noise,Noise,2007,2009-11-25,"Comedy, Crime, Drama",92,USA,6.2,4164,2000,6.2,4164,6.3,6.0,6.1,Tim Robbins,Henry Bean,Tim Robbins
46242,tt0425326,Outsourced,Outsourced,2006,2007-11-29,"Comedy, Drama, Romance",103,USA,7.0,11201,0,7.0,11201,7.2,7.0,7.0,Josh Hamilton,John Jeffcoat,Josh Hamilton
46245,tt0425357,The Pleasure Drivers,The Pleasure Drivers,2006,2006-06-28,"Crime, Drama, Thriller",99,USA,4.4,561,0,4.4,561,5.1,5.0,4.3,Billy Zane,Andrzej Sekula,Billy Zane
46246,tt0425359,Pope Dreams,Pope Dreams,2006,2006-04-27,Drama,105,USA,6.7,255,750000,6.7,255,7.1,7.0,5.9,Phillip Vaden,Patrick Hogan,Phillip Vaden
46252,tt0425430,The Messengers,The Messengers,2007,2007-06-29,"Horror, Thriller",90,USA,5.4,37763,16000000,5.4,37763,5.5,6.0,5.6,Kristen Stewart,Danny Pang,Kristen Stewart
46259,tt0425558,Tre,Tre,2006,2006-04-01,"Drama, Romance",87,USA,4.7,177,0,4.7,177,4.9,5.0,3.7,Daniel Cariaga,Eric Byler,Daniel Cariaga
46295,tt0426462,Fifty Pills,Fifty Pills,2006,2006-04-26,"Comedy, Crime, Drama",85,USA,5.0,2599,450000,5.0,2599,5.4,5.0,5.0,Diora Baird,Theo Avgerinos,Diora Baird
46302,tt0426592,Superhero - Il più dotato fra i supereroi,Superhero Movie,2008,2008-05-16,"Action, Comedy, Sci-Fi",75,USA,4.5,62728,35000000,4.5,62728,4.9,5.0,4.2,Drake Bell,Craig Mazin,Drake Bell
46312,tt0426931,La musica nel cuore - August Rush,August Rush,2007,2007-11-30,"Drama, Music",114,USA,7.5,102363,30000000,7.5,102363,7.7,8.0,7.7,Freddie Highmore,Kirsten Sheridan,Freddie Highmore
46318,tt0427152,A cena con un cretino,Dinner for Schmucks,2010,2010-11-05,Comedy,114,USA,5.9,98349,69000000,5.9,98349,6.0,6.0,5.9,Steve Carell,Jay Roach,Steve Carell
46321,tt0427229,A casa con i suoi,Failure to Launch,2006,2006-03-31,"Comedy, Romance",97,USA,5.6,72858,50000000,5.6,72858,5.8,6.0,5.7,Matthew McConaughey,Tom Dey,Matthew McConaughey
46324,tt0427309,The Great Debaters - Il potere della parola,The Great Debaters,2007,2007-12-25,"Biography, Drama, Romance",126,USA,7.5,55222,15000000,7.5,55222,7.7,8.0,7.8,Denzel Washington,Denzel Washington,Denzel Washington
46329,tt0427343,Southern Justice,Southern Justice,2006,2006-02-22,"Action, Adventure, Thriller",96,USA,3.3,112,600000,3.3,112,4.0,3.0,4.0,M.D. Selig,M.D. Selig,M.D. Selig
46333,tt0427415,Just Another Romantic Wrestling Comedy,Just Another Romantic Wrestling Comedy,2006,2007-04-17,"Comedy, Romance, Sport",105,USA,1.4,509,0,1.4,509,2.9,1.0,1.6,Selassie Amana,Kim Sky,Selassie Amana
46336,tt0427470,Sguardo nel vuoto,The Lookout,2007,2007-07-13,"Crime, Drama, Thriller",99,USA,7.0,56145,16000000,7.0,56145,7.1,7.0,7.0,Joseph Gordon-Levitt,Scott Frank,Joseph Gordon-Levitt
46337,tt0427543,A Million Little Pieces,A Million Little Pieces,2018,2019-12-06,Drama,113,USA,6.2,1551,0,6.2,1551,6.4,6.0,6.2,Aaron Taylor-Johnson,Sam Taylor-Johnson,Aaron Taylor-Johnson
46346,tt0427848,Shadow: Dead Riot,Shadow: Dead Riot,2006,2006-03-23,"Action, Horror",81,USA,4.0,925,750000,4.0,925,4.4,4.0,4.0,Tony Todd,Derek Wan,Tony Todd
46358,tt0427969,Hollywoodland,Hollywoodland,2006,2007-03-23,"Biography, Crime, Drama",126,USA,6.5,32493,28000000,6.5,32493,6.6,7.0,6.5,Adrien Brody,Allen Coulter,Adrien Brody
46359,tt0427998,The Grand,The Grand,2007,2011-06-22,Comedy,104,USA,6.0,5382,5400000,6.0,5382,6.2,6.0,6.1,Woody Harrelson,Zak Penn,Woody Harrelson
46373,tt0428446,The Darwin Awards - Suicidi accidentali per menti poco evolute,The Darwin Awards,2006,2007-06-01,"Adventure, Comedy, Romance",94,USA,6.0,9675,0,6.0,9675,6.1,6.0,6.2,David Arquette,Finn Taylor,David Arquette
46377,tt0428541,Five fingers - Gioco mortale,Five Fingers,2006,2006-09-08,"Drama, Thriller",87,USA,6.4,7742,0,6.4,7742,6.4,7.0,6.3,Mimi Ferrer,Laurence Malkin,Mimi Ferrer
46381,tt0428620,Half-Life,Half-Life,2008,2008-01-19,"Drama, Sci-Fi",106,USA,5.3,467,1000000,5.3,467,5.9,6.0,5.7,Sanoe Lake,Jennifer Phang,Sanoe Lake
46388,tt0428765,La leggenda di Lucy Keyes,The Legend of Lucy Keyes,2006,2008-05-06,"Drama, Thriller",93,USA,4.8,1451,0,4.8,1451,5.2,5.0,5.1,Julie Delpy,John Stimpson,Julie Delpy
46401,tt0429068,The Second Chance,The Second Chance,2006,2006-02-17,Drama,102,USA,6.6,1243,1200000,6.6,1243,7.1,7.0,7.1,Michael W. Smith,Steve Taylor,Michael W. Smith
