,writer_number,lead_writer
1089,1089,Brian A. Metcalf
1090,1090,John Hamburg
1091,1091,Duane Graves
1092,1092,Amy Seimetz
1093,1093,Christina Moore
1094,1094,Mark Steven Grove
1095,1095,Mauro Borrelli
1096,1096,Ryan Rothmaier
1097,1097,Damien Chazelle
1098,1098,Ty DeMartino
1099,1099,Travis Zariwny
1100,1100,Chloé Zhao
1101,1101,Michelle Ehlen
1102,1102,Philip Gelatt
1103,1103,Josh Ridgway
1104,1104,Nick Everhart
1105,1105,Dax Shepard
1106,1106,Muffy Bolding
1107,1107,Clay Liford
1108,1108,S. Cyrus Sepher
1109,1109,E.L. Katz
1110,1110,Shawn Burkett
1111,1111,Sean King
1112,1112,Danny Buday
1113,1113,Jeff Santo
1114,1114,William Brent Bell
1115,1115,Wesley Strick
1116,1116,Judy San Roman
1117,1117,Matt Besser
1118,1118,Richard Levine
1119,1119,Victor Teran
1120,1120,Miles Chapman
1121,1121,James Lapine
1122,1122,Alex Magaña
1123,1123,Ray Bradbury
1124,1124,Paul Sapiano
1125,1125,Alexander Raye Pimentel
1126,1126,Lauren De Normandie
1127,1127,Kenneth Lemm
1128,1128,Robert Kirbyson
1129,1129,Sean-Michael Argo
1130,1130,Charlie Meadows
1131,1131,Chris Lofing
1132,1132,David W. Warfield
1133,1133,Jacob Estes
1134,1134,Jeff Morris
1135,1135,Sebastian Dinwiddie
1136,1136,Douglas Schulze
1137,1137,David Chirchirillo
1138,1138,John Cregan
1139,1139,Scott Bunt
1140,1140,Eric Williford
1141,1141,Dan Sinclair
1142,1142,Debra Eisenstadt
1143,1143,Brittany Goodwin
1144,1144,Corey Grant
1145,1145,Azazel Jacobs
1146,1146,Steve Bevilacqua
1147,1147,Peter Himmelstein
1148,1148,Scott Teems
1149,1149,Robbie Pickering
1150,1150,Nicholas Kazan
1151,1151,Ty Hodges
1152,1152,Jeffrey Price
1153,1153,Ethan Hawke
1154,1154,David Wilson
1155,1155,Joe Castro
1156,1156,Todd Komarnicki
1157,1157,Tony Brownrigg
1158,1158,Edward DeRuiter
1159,1159,Kent Moran
1160,1160,Bryan Poyser
1161,1161,Knate Lee
1162,1162,Bear Aderhold
1163,1163,Edmund Entin
1164,1164,Kerry Valderrama
1165,1165,Kim Henkel
1166,1166,Lisa Baget
1167,1167,Tim Blake Nelson
1168,1168,Sebastián Silva
1169,1169,Thomas Dixon
1170,1170,Patrick Durham
1171,1171,Fred Wolf
1172,1172,Kim Bass
1173,1173,Charles Agron
1174,1174,Daniel Ponickly
1175,1175,Sophia Cacciola
1176,1176,Malcolm D. Lee
1177,1177,Henry Barrial
1178,1178,Alyson Fouse
1179,1179,Howard Cohen
1180,1180,Justin Theroux
1181,1181,Carl Colpaert
1182,1182,Dan Glaser
1183,1183,Michael Andrews
1184,1184,Eric Red
1185,1185,Bradley Rust Gray
1186,1186,Robert Eisele
1187,1187,Brian Drolet
1188,1188,Bryan Ferriter
1189,1189,Adam Cooper
1190,1190,Larry Brand
1191,1191,David Rodriguez
1192,1192,Emilio Estevez
1193,1193,Oren Moverman
1194,1194,Bruce Joel Rubin
1195,1195,Greg Carter
1196,1196,Thomas J. Churchill
1197,1197,Zack Andrews
1198,1198,George A. Johnson
1199,1199,Holly Goldberg Sloan
1200,1200,Anna Boden
1201,1201,Christopher Borrelli
1202,1202,Gina Prince-Bythewood
1203,1203,Chris von Hoffmann
1204,1204,Brent Tarnol
1205,1205,Alexandre Rockwell
1206,1206,Cam Cannon
1207,1207,Dan Callahan
1208,1208,Steve Clark
1209,1209,Michael Dougherty
1210,1210,Tracy Letts
1211,1211,Rebecca Sonnenshine
1212,1212,Eric Amadio
1213,1213,Michael Pavone
1214,1214,Michael Tully
1215,1215,Patrick Johnson
1216,1216,Mike Young
1217,1217,Brett Pierce
1218,1218,Tenney Fairchild
1219,1219,Andy Stock
1220,1220,Joe Leone
1221,1221,Bill Hanstock
1222,1222,Leena Pendharkar
1223,1223,Michael Ciulla
1224,1224,Justin Russell
1225,1225,Kelly Schwarze
1226,1226,P.J. Woodside
1227,1227,Carlos De Los Rios
1228,1228,Jonathan Ray Case
1229,1229,Kipp Tribble
1230,1230,Wes Laurie
1231,1231,Grant S. Johnson
1232,1232,Sam Levinson
1233,1233,Kevin Burke
1234,1234,Marcus D. Spencer
1235,1235,Adam Mason
1236,1236,Andy Bellin
1237,1237,Don Abernathy
1238,1238,Alex Wright
1239,1239,Ed Naha
1240,1240,Shahin Sean Solimon
1241,1241,Joe Lujan
1242,1242,Jeremy Berg
1243,1243,William Wheeler
1244,1244,James Krieg
1245,1245,M. Blash
1246,1246,Deon Taylor
1247,1247,Daniel Adams
1248,1248,Daniel Clowes
1249,1249,Karey Kirkpatrick
1250,1250,David Pliler
1251,1251,Philip Chidel
1252,1252,Peter Landesman
1253,1253,Joshua Lim
1254,1254,Christina Kallas
1255,1255,Steve Koren
1256,1256,Àlex Pastor
1257,1257,Joseph Graham
1258,1258,Peter Facinelli
1259,1259,Michael Polish
1260,1260,Paul A. Birkett
1261,1261,Micah Fitzerman-Blue
1262,1262,Janeen Damian
1263,1263,Drew Maxwell
1264,1264,Nathan Gabaeff
1265,1265,Joey Curtis
1266,1266,Gregory Lamberson
1267,1267,Liz Manashil
1268,1268,Jason Hall
1269,1269,Mike Mills
1270,1270,Matt Kugelman
1271,1271,Andrea Canning
1272,1272,Dallas King
1273,1273,Matthew Michael Carnahan
1274,1274,Jeremy Saulnier
1275,1275,Bill McAdams Jr.
1276,1276,Matt Rager
1277,1277,Alex Kurtzman
1278,1278,Jeffrey Day
1279,1279,Keith Sutliff
1280,1280,Jim Fitzpatrick
1281,1281,Brandon Alexander III
1282,1282,Jon Carlo
1283,1283,Mikki Daughtry
1284,1284,Ryan Spahn
1285,1285,David Holechek
1286,1286,David Murphy
1287,1287,Tom Flynn
1288,1288,Hannah Marks
1289,1289,Peter Hoare
1290,1290,Hal Hartley
1291,1291,Alberto Leon
1292,1292,Scott Milam
1293,1293,Ajmal Zaheer Ahmad
1294,1294,K. King
1295,1295,Lizze Gordon
1296,1296,Mark Cartier
1297,1297,Kurt Knight
1298,1298,Martin L. Kelley
1299,1299,Bret Easton Ellis
1300,1300,Will Wernick
1301,1301,Don Coscarelli
1302,1302,Robbie Fox
1303,1303,Ryan Barton-Grimley
1304,1304,Bertie Higgins
1305,1305,Josh Radnor
1306,1306,Jake Kennedy
1307,1307,Guy Stevenson
1308,1308,A.J. Edwards
1309,1309,John Fallon
1310,1310,Chris W. Freeman
1311,1311,Matt Sconce
1312,1312,Ryan Piers Williams
1313,1313,Jennifer Westfeldt
1314,1314,Owen Conway
1315,1315,Patricia Harrington
1316,1316,Mark Poirier
1317,1317,David Tillman
1318,1318,Tamara Jenkins
1319,1319,Leland Douglas
1320,1320,Paul Kampf
1321,1321,Vlad Yudin
1322,1322,Michael Simon
1323,1323,Jeff Miller
1324,1324,Michael Colton
1325,1325,Sam Freeman
1326,1326,Tommy Stovall
1327,1327,John Quaintance
1328,1328,Glasgow Phillips
1329,1329,Al Kaplan
1330,1330,Kent Osborne
1331,1331,Todd Robinson
1332,1332,Jon Binkowski
1333,1333,Mark Edwin Robinson
1334,1334,Sxv'leithan Essex
1335,1335,Billy Ray
1336,1336,Shane Hawks
1337,1337,Jim Towns
1338,1338,Erik Kristopher Myers
1339,1339,Graham Gordy
1340,1340,Pierre David
1341,1341,Elgin James
1342,1342,Wood Dickinson
1343,1343,Ken Sanzel
1344,1344,Derek Kolstad
1345,1345,Alyssa Alexandria
1346,1346,Evan Oppenheimer
1347,1347,Jeremy Benson
1348,1348,Matthew Albrecht
1349,1349,Agustin
1350,1350,Brad Keene
1351,1351,Ansel Faraj
1352,1352,Ava DuVernay
1353,1353,Michael Canzoniero
1354,1354,Jess Bond
1355,1355,Tom Six
1356,1356,Kenny Young
1357,1357,Jenée LaMarque
1358,1358,Neil LaBute
1359,1359,Matt Cook
1360,1360,Lucy Alibar
1361,1361,Bahareh Azimi
1362,1362,Lance Bachelder
1363,1363,Anthony Werley
1364,1364,Ash Avildsen
1365,1365,Art D'Alessandro
1366,1366,Jim Carroll
1367,1367,Claudia Myers
1368,1368,Patrick Rea
1369,1369,Will Gluck
1370,1370,Marc Fratto
1371,1371,Chris Terrio
1372,1372,Christopher Cleveland
1373,1373,James S. 'Jamie' Brown
1374,1374,Dante Tomaselli
1375,1375,Justin Haythe
1376,1376,Jeremiah Campbell
1377,1377,Jane Clark
1378,1378,Carlyle Eubank
1379,1379,James Balsamo
1380,1380,Cory Goodman
1381,1381,Franck Khalfoun
1382,1382,Ehren Kruger
1383,1383,Brandon Trask
1384,1384,Mark Bierlein
1385,1385,Shea Sizemore
1386,1386,Steve Franke
1387,1387,Karen McCullah
1388,1388,Blake Harris
1389,1389,Michael Testone
1390,1390,Derek Cianfrance
1391,1391,E.B. Hughes
1392,1392,Carmen Marrón
1393,1393,Jared Stern
1394,1394,Daniel Taplitz
1395,1395,Michael Berg
1396,1396,Pinchas Perry
1397,1397,Minhal Baig
1398,1398,Patrick McManus
1399,1399,Autumn McAlpin
1400,1400,Marty Madden
1401,1401,Sean Gerowin
1402,1402,Clark Gregg
1403,1403,Bryan Bertino
1404,1404,Kristin Hahn
1405,1405,Matthew Kalamane
1406,1406,Brandon Bassham
1407,1407,David Gordon Green
1408,1408,Gus Krieger
1409,1409,Dan Golden
1410,1410,Robert Beaucage
1411,1411,Reid Carolin
1412,1412,Joe Carnahan
1413,1413,Max Werner
1414,1414,Allen Johnson
1415,1415,Joe Chappelle
1416,1416,Jon Etheridge
1417,1417,Harvey Shaiman
1418,1418,Robert Gaston
1419,1419,Sandra L. Martin
1420,1420,Dallas Jackson
1421,1421,Jon M. Chu
1422,1422,Finn Taylor
1423,1423,Jared Moshe
1424,1424,Stefan C. Schaefer
1425,1425,Allen C. Gardner
1426,1426,Dwain Worrell
1427,1427,LazRael Lison
1428,1428,Josh Crook
1429,1429,Bret Wood
1430,1430,Rob Margolies
1431,1431,Paul Soter
1432,1432,Dan Sallitt
1433,1433,Ron Smith
1434,1434,Eugene Kotlyarenko
1435,1435,Jimmy George
1436,1436,Andrew C. Erin
1437,1437,Robert Malkani
1438,1438,Jody Hill
1439,1439,Jeremy Gardner
1440,1440,Richard Glatzer
1441,1441,Neal H. Dobrofsky
1442,1442,Kestrin Pantera
1443,1443,Timothy Ratajczak
1444,1444,John Robert Moore
1445,1445,Robert D. Hanna
1446,1446,Brian Baugh
1447,1447,Stephen Chbosky
1448,1448,Rebecca Miller
1449,1449,Tony Trov
1450,1450,Charlie Peters
1451,1451,George Saunders
1452,1452,James Westby
1453,1453,Lucky McKee
1454,1454,Marc-Andre Samson
1455,1455,Jim O'Rear
1456,1456,Peter Dexter
1457,1457,Terron R. Parsons
1458,1458,Joseph P. Stachura
1459,1459,Michael Gilvary
1460,1460,Sofia Alvarez
1461,1461,Andrea Seigel
1462,1462,Antonio Macia
1463,1463,Seth Grossman
1464,1464,Scott Schafer
1465,1465,Erica Dunton
1466,1466,Kevin Clark
1467,1467,Steven F. Zambo
1468,1468,David Wall
1469,1469,Michael Williams
1470,1470,Tate Taylor
1471,1471,Laurie Collyer
1472,1472,Brian Patrick O'Toole
1473,1473,Mark Mendola
1474,1474,Bill Plympton
1475,1475,Michael Arlen Ross
1476,1476,Brett Piper
1477,1477,Frank Miller
1478,1478,Zak Penn
1479,1479,Bruce Dellis
1480,1480,Daniel Backman
1481,1481,John Travis
1482,1482,Joey Hartstone
1483,1483,Roberto Marinas
1484,1484,Scott Caan
1485,1485,Jason DeVan
1486,1486,Adam Emerson
1487,1487,Justin Doescher
1488,1488,Jim Hemphill
1489,1489,Karl Gajdusek
1490,1490,Jeremy Danial Boreing
1491,1491,Kuang Lee
1492,1492,Sarah Megan Thomas
1493,1493,Frank Whaley
1494,1494,David R. Williams
1495,1495,Michael Bacall
1496,1496,Jennie Snyder Urman
1497,1497,Mike Cram
1498,1498,Nicole Jefferson Asher
1499,1499,Jonathan Fernandez
1500,1500,Joe McClean
1501,1501,Chris Fuller
1502,1502,Charles Moore
1503,1503,Alex Petrovitch
1504,1504,Darin Scott
1505,1505,Harris Doran
1506,1506,J.J. Alani
1507,1507,Jeremiah Hundley
1508,1508,Mattias Olsson
1509,1509,Jason Stewart
1510,1510,Lou Berney
1511,1511,Mary Bing
1512,1512,Bryan Erwin
1513,1513,Andrew Okpeaha MacLean
1514,1514,Seana Kofoed
1515,1515,Elliott Phear
1516,1516,Peter Bratt
1517,1517,Ernest Tidyman
1518,1518,Russell Schaumburg
1519,1519,Michael Mongillo
1520,1520,Walter Koenig
1521,1521,Marni Zelnick
1522,1522,Mike Cestari
1523,1523,Scott Dodgson
1524,1524,Judy Dinella
1525,1525,Alan Ball
1526,1526,Barbara Marshall
1527,1527,Cole Claassen
1528,1528,Jason Filardi
1529,1529,Mike Conway
1530,1530,Matthew Jason Walsh
1531,1531,Brendan Jackson Rogers
1532,1532,Martin Olson
1533,1533,Dale Zawada
1534,1534,Tony Kandah
1535,1535,Greg Chandler
1536,1536,David Axe
1537,1537,Aasif Mandvi
1538,1538,Andy Martino
1539,1539,Ryan Schifrin
1540,1540,Paul Harris Boardman
1541,1541,John Bisson
1542,1542,Jet Eller
1543,1543,Frank Peretti
1544,1544,Christopher Bihrle
1545,1545,Margaret S.E. Smith
1546,1546,Todd Nunes
1547,1547,David B. Craig
1548,1548,John A. Russo
1549,1549,Logan Paul
1550,1550,Matthew Bradford
1551,1551,Andrew E. Matthews
1552,1552,Joseph Kahn
1553,1553,Arthur Brooke
1554,1554,Lucas Martell
1555,1555,Richard Chizmar
1556,1556,Jeb Stuart
1557,1557,R. Dessertine
1558,1558,Brian Azzarello
1559,1559,Jim Burnstein
1560,1560,Jessi Gotta
1561,1561,Alberto Veloso
1562,1562,Richard Rothstein
1563,1563,Jason Cook
1564,1564,Ian Gurvitz
1565,1565,Ike Barinholtz
1566,1566,Matt Brookens
1567,1567,Rosie O'Donnell
1568,1568,Jeff Janke
1569,1569,Douglas Conner
1570,1570,Thomas P. Vitale
1571,1571,Stephen Marro
1572,1572,Michael Swaim
1573,1573,Adam Starr
1574,1574,Fred Manocherian
1575,1575,Jack Kelley
1576,1576,Johnny Asuncion
1577,1577,Marya Cohn
1578,1578,Max Martini
1579,1579,Faith Granger
1580,1580,William Shakespeare
1581,1581,Oliver Thompson
1582,1582,Scott Coleman
1583,1583,Tom Lewis
1584,1584,Noël Coward
1585,1585,Jared Rivet
1586,1586,Roger Rawlings
1587,1587,Dan Chariton
1588,1588,Eric Lord
1589,1589,Zach Meiners
1590,1590,Bruce McLeod
1591,1591,George Wing
1592,1592,Melissa James Gibson
1593,1593,Christiane Cegavske
1594,1594,Aaron Ginsburg
1595,1595,Glen Stephens
1596,1596,Ron Judkins
1597,1597,Anya Kochoff
1598,1598,Adam Klein
1599,1599,Alexander Payne
1600,1600,Michael J. Wilson
1601,1601,Bill Dumas
1602,1602,Ajai
1603,1603,Geoff LaTulippe
1604,1604,Jason Satterlund
1605,1605,Shelby Farrell
1606,1606,Jason Levering
1607,1607,Mike Herro
1608,1608,Tim Cavanaugh
1609,1609,Scott S. Anderson
1610,1610,Rick Yune
1611,1611,Andrew Edison
1612,1612,Jimmie Gonzalez
1613,1613,Dearborn Murray
1614,1614,Shane Salerno
1615,1615,Devin Lawrence
1616,1616,Laurie Love
1617,1617,Chadd Harbold
1618,1618,Jeffrey Green
1619,1619,Greg Berlanti
1620,1620,Seth M. Sherwood
1621,1621,Kris Hulbert
1622,1622,Jonathan D. Bucari
1623,1623,Alyssa R. Bennett
1624,1624,Nick Cuse
1625,1625,Amanda Sharp
1626,1626,Sam Wolfson
1627,1627,Bruce Caulk
1628,1628,Lauren Modery
1629,1629,Victor Almanzar
1630,1630,Matthew Ross
1631,1631,Sam Klarreich
1632,1632,Tommy Avallone
1633,1633,Lamar Damon
1634,1634,Micah Caronna
1635,1635,Ryan Spindell
1636,1636,Zachary Beckler
1637,1637,Terri Kauffman
1638,1638,Mikki del Monico
1639,1639,Paul Duran
1640,1640,Emily Cohn
1641,1641,Brent Gorski
1642,1642,Michael Lansu
1643,1643,Ron Oda
1644,1644,Annabelle Attanasio
1645,1645,Gill Dennis
1646,1646,Paul Cama
1647,1647,John Muscarnero
1648,1648,Josh Lieb
1649,1649,Kristopher Michel
1650,1650,Michael G. Kehoe
1651,1651,Marc Acito
1652,1652,Marie Hopkins
1653,1653,Carl Morano
1654,1654,Michael Laimo
1655,1655,Jacob Meszaros
1656,1656,Julia Butler
1657,1657,Miriam Kruishoop
1658,1658,Hue Rhodes
1659,1659,Tony Elwood
1660,1660,David Agnew Penn
1661,1661,Alex Israel
1662,1662,Angelo Lopes
1663,1663,Sylvia Day
1664,1664,Cleopatra Coleman
1665,1665,Tom Whitus
1666,1666,Ken Arnold
1667,1667,Lance Rivera
1668,1668,Kirk Bovill
1669,1669,Cory McAbee
1670,1670,Alex O Eaton
1671,1671,Gavin Hood
1672,1672,Keven Undergaro
1673,1673,Jeff Goldberg
1674,1674,Robin Bradford
1675,1675,Bruce Wemple
1676,1676,Michael Arter
1677,1677,Christopher Shinn
1678,1678,Dan Via
1679,1679,Michael Maney
1680,1680,Simon Rumley
1681,1681,Alain Silver
1682,1682,Tom Sierchio
1683,1683,Dave Hill
1684,1684,Christel Gibson
1685,1685,Timothy Friend
1686,1686,Chad Ridgely
1687,1687,Simon Beaufoy
1688,1688,Anthony Bawn
1689,1689,Todd Hickey
1690,1690,Bill Dubuque
1691,1691,Mike Hatton
1692,1692,Andre Fabrizio
1693,1693,David R. Higgins
1694,1694,Matt Bettinelli-Olpin
1695,1695,Sarah Kelly
1696,1696,Geoff Ward
1697,1697,Amir Mo
1698,1698,Paul Hough
1699,1699,David Lee Madison
1700,1700,Kamal Moo
1701,1701,Paul Farrell
1702,1702,Jacquin DeLeon
1703,1703,Micky Levy
1704,1704,Manny Rodriguez Jr.
1705,1705,Scott Windhauser
1706,1706,Tim Kirkman
1707,1707,Ken Carter
1708,1708,Dan DeLuca
1709,1709,Jonathan Smith
1710,1710,Kenneth Guertin
1711,1711,Tony Zavaleta
1712,1712,Sarah Daggar-Nickson
1713,1713,William J. Viglione
1714,1714,Denis O'Hare
1715,1715,Jeff Maguire
1716,1716,Sharon Y. Cobb
1717,1717,Mark A. Altman
1718,1718,Diane Doniol-Valcroze
1719,1719,Mark Cramer
1720,1720,Grant Nelson
1721,1721,Eric H. Sheffield
1722,1722,Publius Vergilius Maro
1723,1723,Tom Holland
1724,1724,Tony Gayton
1725,1725,Buz Alexander
1726,1726,Paul Wernick
1727,1727,Barry Fanaro
1728,1728,Sean Hood
1729,1729,T. Michael Conway
1730,1730,Jake McEntire
1731,1731,John Stockwell
1732,1732,Seth Goldsmith
1733,1733,Adam Beamer
1734,1734,Brian Eric Johnson
1735,1735,David Josh Lawrence
1736,1736,Charles Murray
1737,1737,Eddie Lebron
1738,1738,Rob Mulligan
1739,1739,Rachel Boynton
1740,1740,Jefferson Bonar
1741,1741,Duke Tran
1742,1742,Tomax Aponte
1743,1743,Rodger Grossman
1744,1744,E.L. Doctorow
1745,1745,Candy J. Beard
1746,1746,Henry Selick
1747,1747,Lori Twichell
1748,1748,Brian Morton
1749,1749,Abe Sylvia
1750,1750,Kenneth L. Province Jr.
1751,1751,Philip Fracassi
1752,1752,Nathan Hartman
1753,1753,Fred Stoller
1754,1754,Jason Boesch
1755,1755,Olly Alexander
1756,1756,Robert Thompson
1757,1757,Randall Hooper
1758,1758,Gildart Jackson
1759,1759,Justin Lo
1760,1760,Joshua Beirne-Golden
1761,1761,Jesse Bryan
1762,1762,Rob Hawk
1763,1763,Sheldon Turner
1764,1764,Melissa Bustamante
1765,1765,Sean S. Cunningham
1766,1766,Nick Cassavetes
1767,1767,Craig William Macneill
1768,1768,Harold Ramis
1769,1769,Greg Beauchamp
1770,1770,Alexi Pappas
1771,1771,Travis Crim
1772,1772,John Krasinski
1773,1773,Mora Stephens
1774,1774,Ben Powell
1775,1775,Milcho Manchevski
1776,1776,Jude S. Walko
1777,1777,Trey Nelson
1778,1778,Katherine Center
1779,1779,Richard Lasser
1780,1780,Drew Pillsbury
1781,1781,Gary Cook
1782,1782,David Tittone
1783,1783,Jamal Joseph
1784,1784,Brian Kelsey
1785,1785,Justin Petty
1786,1786,Anja Marquardt
1787,1787,Sam Koji Hale
1788,1788,J.T. Arbogast
1789,1789,Michael J. Nelson
1790,1790,Jason Orley
1791,1791,Marisa Calin
1792,1792,James Dean Schulte
1793,1793,Benny Fine
1794,1794,Clay Smith
1795,1795,Andrew Robinson
1796,1796,Brad Michael Elmore
1797,1797,Kristopher Simms
1798,1798,Nils Taylor
1799,1799,Kenneth Castillo
1800,1800,Carey Van Dyke
1801,1801,Jesse Peretz
1802,1802,T.R. Gough
1803,1803,Melanie Ansley
1804,1804,Peter Callahan
1805,1805,John E. Bryant
1806,1806,A.T. White
1807,1807,Eddie Alcazar
1808,1808,Charles Castaldi
1809,1809,Josh Sternfeld
1810,1810,Jay Ward
1811,1811,Monroe Mann
1812,1812,Glenn B. Hopper III
1813,1813,David Branson Smith
1814,1814,Nestor Miranda
1815,1815,Matthan Harris
1816,1816,Adam Rapp
1817,1817,Thomas Verrette
1818,1818,Rita Merson
1819,1819,Elle Callahan
1820,1820,Jeffrey T. Schoettlin
1821,1821,Tonya S. Holly
1822,1822,Andrew Papke
1823,1823,Will Hayes
1824,1824,David Babbitt
1825,1825,Lisa Robinson
1826,1826,Attila Luca
1827,1827,Jace Mclean
1828,1828,Robert Bennett
1829,1829,Jeff Rosenberg
1830,1830,Ron Shelton
1831,1831,Jennifer Kaytin Robinson
1832,1832,Brad MacPherson
1833,1833,Jerry Hayes
1834,1834,Steven F. Clark
1835,1835,Ryan Tower
1836,1836,Matthew Bolton
1837,1837,Rupert Goold
1838,1838,T.C. De Witt
1839,1839,Nick Santora
1840,1840,Amman Abbasi
1841,1841,Max La Bella
1842,1842,Erin O'Connor
1843,1843,Malik Bader
1844,1844,Jeff Crook
1845,1845,Tom Jennings
1846,1846,Justin Reinsilber
1847,1847,Sam Hoffman
1848,1848,Nadia Jordan
1849,1849,Chad Klitzman
1850,1850,Phillip Penza
1851,1851,Aaron Schimberg
1852,1852,Jason Eric Perlman
1853,1853,Richard Vetere
1854,1854,Jeff Etheridge
1855,1855,Elaine Chu
1856,1856,Shana Betz
1857,1857,Becky Johnston
1858,1858,Matt Johnson
1859,1859,Kirsten Caron
1860,1860,Blacky Bokich
1861,1861,Peter Craig
1862,1862,Matthew Chadwick
1863,1863,Chris Brown
1864,1864,Cruz Angeles
1865,1865,Mischa Webley
1866,1866,Jose Rivera
1867,1867,Kristen Wiig
1868,1868,Robert Lawton
1869,1869,Domenic Migliore
1870,1870,Jessica Sharzer
1871,1871,James D. Solomon
1872,1872,Matt Duffer
1873,1873,Eric Hoffman
1874,1874,Phil Donlon
1875,1875,David G. Evans
1876,1876,Alison Swan
1877,1877,Bradford Holt
1878,1878,Nicholas T. Proferes
1879,1879,Dustin Ferguson
1880,1880,Brian Harper
1881,1881,Kevin Palys
1882,1882,Barry Strugatz
1883,1883,Archie Borders
1884,1884,Flip Kobler
1885,1885,Jeff Cox
1886,1886,Emily Abt
1887,1887,Brett Varvel
1888,1888,Draven Gonzalez
1889,1889,Billy Shebar
1890,1890,Evan Jacobs
1891,1891,Gretchen McNeil
1892,1892,Wayne Kramer
1893,1893,Brandon Camp
1894,1894,David Trotti
1895,1895,Desmond Nakano
1896,1896,Alexandra Grunberg
1897,1897,Travis Michael Holder
1898,1898,Whit Stillman
1899,1899,Jared Vollmann
1900,1900,Christy Scott Cashman
1901,1901,Albert I Melamed
1902,1902,R.S. Hill
1903,1903,Alexandre Aja
1904,1904,Amy Lowe Starbin
1905,1905,Brian Petsos
1906,1906,Kevin Stocklin
1907,1907,James Cardoza
1908,1908,Cindy Joy Goggins
1909,1909,Chris Seaver
1910,1910,Nik Jamgocyan
1911,1911,Markus Redmond
1912,1912,Hamid Torabpour
1913,1913,Aaron J. Wiederspahn
1914,1914,Gil Kofman
1915,1915,Adam Sztykiel
1916,1916,Kyle Rankin
1917,1917,Seanie Sugrue
1918,1918,Scott Derrickson
1919,1919,Richard A. Romano
1920,1920,Gordon Greene
1921,1921,Juliet Snowden
1922,1922,Greg Stuhr
1923,1923,Matthew Orton
1924,1924,Robin Bissell
1925,1925,Robert Redlin
1926,1926,Emilio Mauro
1927,1927,Sean Gaffney
1928,1928,Brandon Manbeck
1929,1929,Koji Steven Sakai
1930,1930,Ernesto Foronda
1931,1931,Katie Anne Naylon
1932,1932,Quinn Beswick
1933,1933,Andrew Renzi
1934,1934,Virgil Williams
1935,1935,Ann LeSchander
1936,1936,Nathan VonMinden
1937,1937,Doug Campbell
1938,1938,Jay Alaimo
1939,1939,Steve Collins
1940,1940,Sam Upton
1941,1941,Eric Stanze
1942,1942,Tara Everhart
1943,1943,Namrata Singh Gujral
1944,1944,Steven Maguire
1945,1945,Roxanne Benjamin
1946,1946,Emi Mochizuki
1947,1947,Susan Boyd
1948,1948,Paul McCusker
1949,1949,David L. Hunt
1950,1950,Jeff Winiski
