,imdb_title_id,title,original_title,year,date_published,genre,duration,country,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer,actor_number,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
8222,tt3390550,The Barn,The Barn,2016,2016-03-12,"Comedy, Horror",88,USA,5.3,1182,0,5.3,1182,5.8,6.0,5.4,Mitchell Musolino,Justin M. Seaman,Mitchell Musolino,3487,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8223,tt3391348,The3Tails Movie: A Mermaid Adventure,The3Tails Movie: A Mermaid Adventure,2015,2015-08-01,Family,61,USA,3.0,147,200000,3.0,147,3.9,2.0,2.5,Natasha Garretón,Andrés Garretón,Natasha Garretón,5049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8224,tt3392740,Texas Heart,Texas Heart,2016,2016-01-08,Drama,103,USA,5.9,190,0,5.9,190,6.6,7.0,5.1,Erik Fellows,Mark David,Erik Fellows,5294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,tt3393164,Gli occhi su di te,The Mentor,2014,2014-06-14,"Crime, Drama, Mystery",89,USA,5.0,223,0,5.0,223,5.5,5.0,5.1,Jes Macallan,Anthony Lefresne,Jes Macallan,2051,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8226,tt7922944,The Mentor,The Mentor,2020,2020-04-22,Thriller,74,USA,4.2,113,0,4.2,113,6.4,8.0,5.0,Brandi Nicole Payne,Moez Solis,Brandi Nicole Payne,5032,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8227,tt3393372,Night of the Living Dead,Night of the Living Dead,2014,2014-10-24,Horror,79,USA,5.1,292,20000,5.1,292,5.9,7.0,6.0,Calhoun Koenig,Chad Zuver,Calhoun Koenig,2482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8228,tt3393702,All the Others Were Practice,All the Others Were Practice,2015,2015-07-24,"Comedy, Romance",82,USA,5.9,106,66000,5.9,106,6.0,6.0,5.5,Charlie Ballard,Brian Tolle,Charlie Ballard,3891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8229,tt3394972,Miss India America,Miss India America,2015,2016-03-24,"Comedy, Drama, Family",95,USA,5.4,544,0,5.4,544,5.5,5.0,5.3,Tiya Sircar,Ravi Kapoor,Tiya Sircar,815,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8230,tt9032888,Good Sam,Good Sam,2019,2019-05-16,Comedy,89,USA,5.6,2257,0,5.6,2257,5.8,6.0,5.8,Tiya Sircar,Kate Melville,Tiya Sircar,815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8231,tt3396114,Christmas in the Heartland,Christmas in the Heartland,2018,2018-11-14,Family,112,USA,5.9,812,0,5.9,812,6.4,7.0,5.9,Sierra McCormick,Harvey Lowry,Sierra McCormick,836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,tt6803046,L'immensità della notte,The Vast of Night,2019,2020-05-29,"Drama, Mystery, Sci-Fi",91,USA,6.7,18996,0,6.7,18996,6.6,7.0,6.5,Sierra McCormick,Andrew Patterson,Sierra McCormick,836,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8233,tt3396166,The Last Rescue,The Last Rescue,2015,2015-06-01,"Action, Drama, War",107,USA,4.6,1186,0,4.6,1186,5.1,5.0,5.0,Brett Cullen,Eric Colley,Brett Cullen,6654,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8234,tt3397754,"10,000 Saints","10,000 Saints",2015,2015-08-14,"Comedy, Drama, Music",113,USA,5.9,5240,0,5.9,5240,6.1,6.0,6.1,Henry Kelemen,Shari Springer Berman,Henry Kelemen,6009,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8235,tt3397992,Prom Ride,Prom Ride,2015,2015-04-24,"Horror, Thriller",86,USA,3.2,321,0,3.2,321,3.8,3.0,3.2,Heather Paige Cohn,Kazeem Molake,Heather Paige Cohn,4934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8236,tt3398252,Samurai Cop 2: Deadly Vengeance,Samurai Cop 2: Deadly Vengeance,2015,2015-10-09,"Action, Crime, Thriller",94,USA,4.9,3455,1500000,4.9,3455,6.8,8.0,8.2,Mathew Karedas,Gregory Hatanaka,Mathew Karedas,4929,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8237,tt3399484,The Sand,The Sand,2015,2018-05-11,"Comedy, Horror, Sci-Fi",84,USA,3.8,3527,0,3.8,3527,4.0,4.0,3.8,Brooke Butler,Isaac Gabaeff,Brooke Butler,3783,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8238,tt3399888,Past Tense,Past Tense,2015,2015,Drama,91,USA,6.5,332,0,6.5,332,6.6,6.5,6.5,James Argiro,Robert Fritz,James Argiro,5342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239,tt3400060,Piranha Sharks,Piranha Sharks,2016,2016-01-18,"Action, Comedy, Drama",79,USA,3.2,392,6200000,3.2,392,4.1,3.0,3.5,Collin Galyean,Leigh Scott,Collin Galyean,6620,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8240,tt3401174,Revengeance,Revengeance,2016,2019-10-15,"Animation, Action, Comedy",75,USA,6.4,123,0,6.4,123,6.5,7.0,7.2,Robert Lujan,Jim Lujan,Robert Lujan,6808,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,tt3401882,Botte da prof.,Fist Fight,2017,2017-06-15,Comedy,91,USA,5.6,38840,22000000,5.6,38840,5.8,6.0,5.7,Charlie Day,Richie Keen,Charlie Day,3513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8242,tt3402880,Il magico mondo di Walt Disney,As Dreamers Do,2014,2014-04-17,"Biography, Drama, Family",90,USA,3.5,438,0,3.5,438,4.5,4.0,3.8,Travis Tritt,Logan Sekulow,Travis Tritt,6322,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8243,tt3405714,Mythica: A Quest for Heroes,Mythica: A Quest for Heroes,2014,2014-12-08,"Action, Adventure, Fantasy",92,USA,5.8,4579,0,5.8,4579,6.5,7.0,6.5,Melanie Stone,Anne K. Black,Melanie Stone,331,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8244,tt3478232,Mythica: The Darkspore,Mythica: The Darkspore,2015,2015-06-19,"Action, Adventure, Fantasy",107,USA,5.5,3509,0,5.5,3509,6.4,6.0,6.3,Melanie Stone,Anne K. Black,Melanie Stone,331,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8245,tt5327922,Mythica: The Godslayer,Mythica: The Godslayer,2016,2016-11-19,"Action, Adventure, Fantasy",118,USA,5.5,1083,0,5.5,1083,6.0,6.0,6.1,Melanie Stone,John Lyde,Melanie Stone,331,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8246,tt5456798,Mythica: The Iron Crown,Mythica: The Iron Crown,2016,2016-05-14,"Action, Adventure, Fantasy",93,USA,5.5,1309,0,5.5,1309,5.8,6.0,6.0,Melanie Stone,John Lyde,Melanie Stone,331,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8247,tt3407630,Dismembering Christmas,Dismembering Christmas,2015,2015-10-13,Horror,74,USA,4.2,192,25000,4.2,192,4.9,4.0,3.3,Johnathon Krautkramer,Austin Bosley,Johnathon Krautkramer,1824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8248,tt3411556,Adios Vaya Con Dios,Adios Vaya Con Dios,2014,2018-07-09,"Crime, Drama, Thriller",97,USA,8.2,336,1100000,8.2,336,8.8,10.0,9.5,Zachary Laoutides,La Raza,Zachary Laoutides,631,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8249,tt3499542,Black Ruby,Black Ruby,2017,2020-06-18,Drama,91,USA,6.3,292,2000000,6.3,292,7.3,8.0,7.6,Zachary Laoutides,La Raza,Zachary Laoutides,631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250,tt3564122,Arise from Darkness,Arise from Darkness,2016,2018-07-16,Thriller,90,USA,7.6,591,1200000,7.6,591,8.3,9.0,8.7,Zachary Laoutides,La Raza,Zachary Laoutides,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8251,tt3412738,Painless,Painless,2017,2018-10-02,"Drama, Thriller",81,USA,5.4,527,0,5.4,527,6.1,6.0,5.4,Joey Klein,Jordan Horowitz,Joey Klein,2374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8252,tt3412964,The Smiley Face Killers,The Smiley Face Killers,2014,2014-01-05,"Crime, Thriller",83,USA,4.8,185,40000,4.8,185,4.9,5.0,4.6,Thomas Le Min,Andrew Fitzgerald,Thomas Le Min,4332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8253,tt3416536,Hot Summer Nights,Hot Summer Nights,2017,2018-07-27,"Comedy, Crime, Drama",107,USA,6.4,12257,0,6.4,12257,6.6,7.0,6.3,Timothée Chalamet,Elijah Bynum,Timothée Chalamet,742,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,tt7139936,Un giorno di pioggia a New York,A Rainy Day in New York,2019,2019-11-28,"Comedy, Romance",92,USA,6.6,25038,0,6.6,25038,6.7,7.0,6.5,Timothée Chalamet,Woody Allen,Timothée Chalamet,742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8255,tt3416828,L'era glaciale - In rotta di collisione,Ice Age: Collision Course,2016,2016-08-22,"Animation, Adventure, Comedy",94,USA,5.7,54946,105000000,5.7,54946,5.9,6.0,6.1,Stephanie Beatriz,Mike Thurmeier,Stephanie Beatriz,868,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,tt5047336,The Light of the Moon,The Light of the Moon,2017,2017-11-01,Drama,90,USA,6.3,768,0,6.3,768,6.7,7.0,6.4,Stephanie Beatriz,Jessica M. Thompson,Stephanie Beatriz,868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,tt3417854,Pocket Listing,Pocket Listing,2015,2016-12-01,"Comedy, Crime, Thriller",92,USA,6.5,3935,0,6.5,3935,8.4,10.0,8.0,James Jurdi,Conor Allyn,James Jurdi,4308,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8258,tt3418064,A Place in Hell,A Place in Hell,2018,2018-04-03,"Horror, Thriller",85,USA,3.0,223,0,3.0,223,3.8,3.0,2.6,Lewis Smith,David Boorboor,Lewis Smith,3360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8259,tt3421318,30-Love,30-Love,2017,2017-09-28,"Comedy, Drama, Romance",103,USA,6.2,108,30000,6.2,108,7.5,8.0,7.1,Robert Cannon,Robert Cannon,Robert Cannon,3288,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8260,tt3424690,Havenhurst,Havenhurst,2016,2017-02-10,"Horror, Mystery, Thriller",85,USA,4.8,3531,3000000,4.8,3531,4.9,5.0,5.0,Julie Benz,Andrew C. Erin,Julie Benz,5803,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8261,tt3427324,Rabbit Days,Rabbit Days,2016,2016-06-01,Thriller,70,USA,5.5,169,0,5.5,169,6.6,7.0,5.6,Clarence Gilyard Jr.,Cody LeBoeuf,Clarence Gilyard Jr.,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8262,tt3430042,The Phoenix Project,The Phoenix Project,2015,2015-01-16,"Drama, Sci-Fi",92,USA,4.2,797,0,4.2,797,4.6,4.0,4.5,Corey Rieger,Tyler Graham Pavey,Corey Rieger,6685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8263,tt3432286,Interior,Interior,2014,2014-10-26,"Horror, Thriller",82,USA,5.2,329,0,5.2,329,5.5,6.0,5.0,Christopher Carullo,Zachary Beckler,Christopher Carullo,3146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8264,tt3436572,Grinder,Grinder,2016,2018-05-11,"Drama, Thriller",86,USA,3.9,142,0,3.9,142,4.2,4.0,2.1,Jon Fleming,Brandon Ruckdashel,Jon Fleming,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
