,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
3048,2017,90,5.0,311,0,5.0,311,5.2,5.0,02,0,3606,114,164,924
3049,2016,106,5.4,3500,0,5.4,3500,5.5,6.0,12,3090,1714,1088,164,924
3050,2012,92,5.4,3335,1500000,5.4,3335,5.5,6.0,08,208,218,203,164,6558
3051,2014,100,5.4,2165,0,5.4,2165,5.7,6.0,08,4139,25,580,164,3749
3052,2019,124,5.4,1697,0,5.4,1697,6.1,6.0,06,5137,637,4636,164,5490
3053,2010,92,4.4,85700,10000000,4.4,85700,4.5,4.0,01,79,164,114,2461,7602
3054,2014,94,6.1,137,0,6.1,137,6.9,7.0,08,1509,3731,114,1669,6013
3055,2019,97,5.8,207,0,5.8,207,7.1,8.0,11,4545,6219,2960,1669,7122
3056,2017,97,5.8,1768,2500000,5.8,1768,7.0,8.0,08,4919,2449,114,2872,782
3057,2015,93,6.1,27206,8900000,6.1,27206,6.3,6.0,11,6289,17,1050,6507,782
3058,2019,92,4.6,133,0,4.6,133,5.3,5.0,05,0,5663,1605,1681,1083
3059,2016,83,4.7,180,0,4.7,180,4.8,5.0,12,349,1605,485,1681,1083
3060,2017,70,2.8,115,0,2.8,115,3.2,3.0,08,0,5841,263,669,248
3061,2008,90,3.5,101,45000,3.5,101,3.8,3.0,04,835,71,4936,669,248
3062,2015,71,1.3,1160,300000,1.3,1160,2.1,1.0,08,835,3620,3451,669,248
3063,2007,93,4.1,525,50000,4.1,525,4.5,4.0,04,4008,263,263,4398,7881
3064,2015,81,2.8,160,0,2.8,160,3.6,3.0,12,414,263,263,3975,566
3065,2015,85,5.0,1140,0,5.0,1140,5.5,6.0,02,414,5252,4384,6677,566
3066,2008,99,6.4,12181,0,6.4,12181,6.6,7.0,08,160,102,5730,550,4339
3067,2011,122,6.0,5731,0,6.0,5731,6.4,7.0,07,4074,96,5840,550,2219
3068,2007,90,7.6,3333,0,7.6,3333,7.8,8.0,07,1441,1563,2466,342,414
3069,2007,96,5.8,4832,0,5.8,4832,5.7,6.0,03,238,1308,1308,342,414
3070,2012,100,5.1,1339,7000000,5.1,1339,5.4,5.0,01,2934,782,5023,342,414
3071,2017,88,2.2,113,0,2.2,113,3.1,2.0,05,0,5401,3130,3027,6120
3072,2018,86,4.6,259,0,4.6,259,5.1,5.0,08,0,965,674,1234,6325
3073,2008,85,5.2,250,0,5.2,250,5.8,6.0,11,37,4219,6491,1234,4898
3074,2016,100,5.6,715,0,5.6,715,5.8,6.0,01,511,140,674,4803,2059
3075,2013,96,5.5,7673,0,5.5,7673,5.6,6.0,10,4905,965,918,1553,4318
3076,2018,96,5.7,6114,0,5.7,6114,5.9,6.0,05,273,814,175,1553,6367
3077,2015,93,6.3,44058,15000000,6.3,44058,6.5,7.0,10,5,280,918,247,3073
3078,2010,105,5.3,2641,5000000,5.3,2641,5.6,6.0,04,757,696,1044,247,89
3079,2014,84,5.0,39197,5000000,5.0,39197,5.1,5.0,01,5,2829,2797,247,89
3080,2007,105,6.8,217146,20000000,6.8,217146,7.0,7.0,08,22,51,4314,563,89
3081,2011,83,5.8,88995,5000000,5.8,88995,5.9,6.0,10,5,3938,2728,119,89
3082,2012,88,4.6,61190,5000000,4.6,61190,4.8,5.0,11,5,819,4733,119,89
3083,2017,96,6.6,110766,4800000,6.6,110766,6.7,7.0,11,3,110,4384,247,3809
3084,2018,109,6.0,1038,0,6.0,1038,6.2,6.0,06,170,1478,918,4858,4585
3085,2016,98,6.3,15467,0,6.3,15467,6.4,7.0,08,37,4923,918,1127,2560
3086,2017,99,5.0,462,0,5.0,462,5.2,5.0,03,781,4617,2791,1127,3504
3087,2019,115,6.1,1344,0,6.1,1344,7.0,7.0,06,0,739,3227,3796,4014
3088,2013,85,5.6,146,25000,5.6,146,5.1,6.0,06,5826,4031,1180,6551,6184
3089,2018,86,5.3,1057,0,5.3,1057,5.2,6.0,12,0,338,6026,1476,905
3090,2013,97,5.0,9193,0,5.0,9193,5.0,5.0,08,4227,563,105,1476,905
3091,2015,85,7.1,5816,0,7.1,5816,7.1,7.0,11,230,338,1328,2959,2330
3092,2019,97,4.5,323,0,4.5,323,5.6,5.0,04,5016,734,1328,4928,2530
3093,2018,81,5.6,5680,0,5.6,5680,5.6,6.0,02,230,338,567,1814,7681
3094,2016,76,6.2,11061,0,6.2,11061,6.2,6.0,12,2407,2827,7414,1814,4477
3095,2011,91,6.8,17242,8000000,6.8,17242,6.9,7.0,10,1,5605,567,683,687
3096,2016,100,6.1,1559,0,6.1,1559,6.5,7.0,09,2870,1440,6902,6499,687
3097,2013,82,6.0,131,0,6.0,131,6.3,7.0,03,5271,338,4911,3159,3444
3098,2018,104,6.2,502,0,6.2,502,6.6,7.0,10,0,1009,7722,6715,6562
3099,2016,89,5.8,153,200000,5.8,153,6.1,6.0,11,6282,1009,1637,2259,6019
3100,2018,92,5.8,4145,0,5.8,4145,6.0,6.0,04,0,1061,4593,1389,2221
3101,2013,95,6.5,458,0,6.5,458,7.3,8.0,10,3012,3074,1800,1389,908
3102,2017,90,3.9,1877,0,3.9,1877,4.7,4.0,0,4598,5077,3074,5544,908
3103,2018,78,5.2,165,7000,5.2,165,6.0,6.0,07,0,4624,4645,3502,2417
3104,2019,90,3.7,416,0,3.7,416,6.1,7.0,06,0,823,304,1390,1329
3105,2017,85,3.7,508,210000,3.7,508,4.2,4.0,01,1521,7014,1976,1390,1329
3106,2009,102,4.5,38996,30000000,4.5,38996,4.9,5.0,05,2076,684,2084,1607,5657
3107,2013,97,5.1,152,0,5.1,152,6.0,6.0,10,1899,3127,304,5297,5251
3108,2008,94,5.2,357,1500000,5.2,357,5.9,6.0,01,1556,555,5838,260,128
3109,2006,95,6.4,532,350000,6.4,532,6.7,7.0,01,6106,1449,1957,260,128
3110,2011,86,5.4,196,0,5.4,196,6.0,6.0,04,1688,474,3186,260,128
3111,2013,91,5.1,136,0,5.1,136,5.9,6.0,06,5560,1088,210,260,128
3112,2007,98,6.0,277,900000,6.0,277,7.0,7.0,04,3828,4591,5838,6779,6371
3113,2019,99,7.3,464,240000,7.3,464,8.3,10.0,05,0,3803,5744,2345,2615
3114,2018,73,4.4,344,47000,4.4,344,4.9,5.0,0,0,1695,4931,6656,4716
3115,2017,97,4.9,157,8000,4.9,157,4.6,3.0,08,0,5284,5443,6377,2414
3116,2018,87,5.6,288,0,5.6,288,6.4,7.0,06,0,3072,3622,4353,4974
3117,2010,93,5.4,157,0,5.4,157,6.1,6.0,0,1189,426,639,672,293
3118,2014,84,6.1,1182,0,6.1,1182,6.5,6.0,04,75,748,251,672,293
3119,2019,97,8.2,1149,1700000,8.2,1149,8.9,10.0,08,2222,1652,5743,4592,293
3120,2018,86,2.6,102,0,2.6,102,3.5,2.0,10,0,6911,6106,4078,5329
3121,2018,85,4.7,1163,0,4.7,1163,6.6,8.0,02,0,915,443,774,638
3122,2015,99,2.9,424,0,2.9,424,3.2,2.0,04,5478,4125,6283,774,638
3123,2019,80,4.6,378,0,4.6,378,5.0,5.0,03,0,5852,1020,1083,1068
3124,2015,80,5.9,6643,0,5.9,6643,6.0,6.0,02,4806,1020,2473,1083,1068
3125,2019,115,5.6,263,0,5.6,263,7.5,8.0,03,0,1906,2236,3951,1673
3126,2019,107,4.7,586,0,4.7,586,5.1,4.0,01,0,4912,2913,123,65
3127,2019,60,5.5,424,0,5.5,424,6.0,6.0,05,425,5051,3144,123,65
3128,2016,83,3.4,187,0,3.4,187,5.1,4.0,11,425,3138,1627,123,65
3129,2018,80,4.4,436,0,4.4,436,5.3,4.5,03,425,3870,3079,123,65
3130,2019,80,4.6,879,0,4.6,879,5.9,6.0,01,834,3169,3870,123,65
3131,2020,52,4.4,141,0,4.4,141,4.9,5.0,05,0,6128,2178,401,6945
3132,2008,98,5.7,184,0,5.7,184,6.4,6.0,02,5508,1841,118,401,1221
3133,2013,111,6.0,763,300000,6.0,763,8.3,10.0,04,1671,1754,4102,401,1221
3134,2018,101,5.1,301,0,5.1,301,5.7,6.0,05,0,4155,7417,5775,1823
3135,2018,60,5.5,143,30000,5.5,143,5.4,6.0,08,0,6002,4395,3295,2710
3136,2018,100,4.2,111,0,4.2,111,6.0,6.0,04,0,5434,1929,5143,7254
3137,2018,105,4.3,196,30000,4.3,196,5.7,5.0,03,0,5950,7251,5988,6603
3138,2017,92,5.7,246,0,5.7,246,5.8,6.0,06,0,1193,3286,1058,1471
3139,2018,80,7.1,136,10000,7.1,136,7.4,8.0,07,0,1193,7309,1058,1471
3140,2018,86,5.5,175,0,5.5,175,5.7,6.0,10,0,3923,4769,969,1040
3141,2020,93,5.9,1311,0,5.9,1311,6.0,6.0,08,3722,2149,2321,969,1040
3142,2018,70,4.3,343,0,4.3,343,5.2,6.0,09,0,276,814,4050,5433
3143,2018,74,3.4,120,300000,3.4,120,3.7,4.0,03,619,1224,814,913,1971
3144,2017,76,3.6,496,0,3.6,496,3.9,3.0,06,619,703,6044,913,5001
3145,2018,80,4.9,183,0,4.9,183,5.5,6.0,11,0,276,2424,2138,4524
3146,2016,115,3.4,281,0,3.4,281,3.9,3.0,0,5904,276,3239,1377,406
3147,2013,90,3.9,117,0,3.9,117,4.6,4.0,06,5650,4230,4576,1377,406
3148,2019,100,4.3,298,0,4.3,298,4.7,5.0,09,1430,276,6179,538,406
3149,2014,90,3.1,1076,0,3.1,1076,3.4,3.0,09,191,5718,4458,538,1433
3150,2013,82,2.7,1047,11000,2.7,1047,3.1,2.0,11,1110,1880,3026,538,1433
3151,2017,79,5.4,137,10000,5.4,137,7.7,9.0,09,0,3488,3741,2510,2165
3152,2017,72,3.4,323,0,3.4,323,3.6,3.0,10,0,6168,1452,4800,4261
3153,2016,90,6.9,283,0,6.9,283,7.6,9.0,03,4740,5937,1452,2913,6058
3154,2019,92,6.3,114,0,6.3,114,6.4,6.0,03,0,3594,4264,4735,4250
3155,2018,93,4.7,108,8000,4.7,108,6.1,6.0,05,0,4297,7330,4954,6113
3156,2017,85,3.4,196,0,3.4,196,4.0,3.0,07,0,5707,3320,483,349
3157,2010,100,3.0,155,0,3.0,155,4.1,3.0,10,4758,2306,2499,483,349
3158,2014,73,2.2,149,0,2.2,149,3.4,2.0,02,1105,854,4782,483,349
3159,2017,75,2.5,148,1000,2.5,148,4.4,3.0,12,0,4722,1904,1948,4873
3160,2017,84,1.9,136,0,1.9,136,2.5,1.0,11,0,18,13,3072,3362
3161,2010,86,6.1,619,0,6.1,619,6.6,7.0,11,1164,3020,1323,232,1029
3162,2013,87,4.9,1092,0,4.9,1092,5.2,5.0,07,3428,2495,3048,232,1029
3163,2016,85,5.8,1651,625000,5.8,1651,6.2,6.0,09,211,966,4087,232,2077
3164,2015,104,5.0,264,23000000,5.0,264,5.9,6.0,07,4077,672,13,1059,1092
3165,2012,90,2.5,171,0,2.5,171,3.4,2.0,12,4321,312,6688,1059,1092
3166,2011,92,4.5,2420,4000000,4.5,2420,4.7,5.0,07,3161,3587,13,2756,5239
3167,2014,93,4.0,1867,0,4.0,1867,4.4,4.0,07,26,715,13,5,222
3168,2008,93,4.5,820,0,4.5,820,5.1,5.0,0,5215,533,6298,5,222
3169,2014,106,4.7,531,0,4.7,531,5.3,5.0,11,26,2329,1029,5,222
3170,2015,87,5.1,2627,0,5.1,2627,5.5,5.0,04,180,533,55,5,661
3171,2018,100,5.3,182,10000,5.3,182,5.8,6.0,03,3825,5700,7634,3768,661
3172,2010,93,5.4,853,0,5.4,853,6.4,6.0,02,5132,79,4863,5,67
3173,2015,90,6.8,113,0,6.8,113,7.1,7.0,11,3023,1430,79,5,67
3174,2013,101,7.0,381,0,7.0,381,7.3,8.0,12,180,79,834,5,67
3175,2009,86,4.5,784,0,4.5,784,5.6,5.0,02,1449,6684,2979,5,67
3176,2016,92,5.4,342,0,5.4,342,6.0,6.0,11,3365,5997,7343,1114,67
3177,2012,92,3.6,1513,0,3.6,1513,3.9,4.0,08,26,661,2998,5,611
3178,2007,87,5.4,212,0,5.4,212,5.8,6.0,12,985,1015,4269,1810,611
3179,2012,101,6.7,419,0,6.7,419,7.1,7.0,06,180,6655,834,5,7479
3180,2014,91,3.6,479,0,3.6,479,4.0,3.0,10,180,533,4170,5,1498
3181,2009,85,3.6,142,0,3.6,142,5.1,4.0,01,180,936,4414,5,820
3182,2013,90,6.3,1019,0,6.3,1019,6.6,7.0,10,937,13,2217,475,820
3183,2016,118,5.5,1083,0,5.5,1083,6.0,6.0,11,26,273,5452,5,372
3184,2016,93,5.5,1309,0,5.5,1309,5.8,6.0,05,26,273,5452,5,372
3185,2013,111,4.9,3270,0,4.9,3270,5.5,5.0,04,26,715,2843,5,372
3186,2017,79,3.6,160,0,3.6,160,4.3,4.0,07,26,715,4151,5,4500
3187,2006,92,4.6,683,0,4.6,683,5.0,5.0,03,3294,18,416,153,4504
3188,2007,93,2.2,14493,7000000,2.2,14493,2.8,1.0,07,3739,6083,967,153,790
3189,2020,97,3.5,326,0,3.5,326,4.0,4.0,01,33,3506,2026,153,790
3190,2018,102,4.6,2085,0,4.6,2085,4.9,5.0,12,33,4160,1109,153,7269
3191,2006,90,3.8,833,800000,3.8,833,4.4,4.0,10,6037,18,2060,39,1276
3192,2015,97,5.2,135,0,5.2,135,5.7,6.0,05,3136,6663,4746,4325,1276
3193,2012,88,3.9,307,0,3.9,307,4.6,4.0,02,2689,5857,2060,39,6372
3194,2017,88,4.0,451,0,4.0,451,4.2,4.0,01,2017,256,6667,39,118
3195,2016,85,4.8,432,0,4.8,432,5.2,5.0,02,13,1511,5593,136,118
3196,2016,89,4.9,303,0,4.9,303,5.2,5.0,04,13,4508,1942,104,118
3197,2017,87,3.3,171,0,3.3,171,3.8,3.0,10,13,1655,7275,1516,118
3198,2015,87,5.0,337,195000,5.0,337,5.3,5.0,05,13,976,5702,39,821
3199,2018,90,4.0,452,0,4.0,452,4.3,4.0,01,13,5197,3447,104,821
3200,2016,92,5.3,274,0,5.3,274,5.6,6.0,03,13,1435,4983,39,5076
3201,2017,90,4.4,580,0,4.4,580,4.8,5.0,08,13,6400,4098,39,2523
3202,2006,90,2.4,2259,5000000,2.4,2259,3.1,2.0,02,479,885,2060,4760,4986
3203,2007,105,5.8,1758,3000000,5.8,1758,6.0,6.0,03,830,3050,2060,1382,7025
3204,2006,88,5.0,7597,2500000,5.0,7597,5.2,5.0,10,830,3572,5185,1382,1159
3205,2011,88,4.6,218,0,4.6,218,4.8,5.0,10,3657,1000,2669,6639,1159
3206,2006,90,3.6,1426,750000,3.6,1426,4.0,3.0,07,1087,4263,1041,6005,148
3207,2006,83,5.6,920,0,5.6,920,5.9,6.0,0,361,2817,5654,608,148
3208,2016,90,4.6,3104,0,4.6,3104,4.8,5.0,04,261,200,920,608,148
3209,2015,88,5.0,2428,9500000,5.0,2428,5.3,5.0,10,25,2848,4149,1349,148
3210,2010,92,7.5,1827,500000,7.5,1827,8.2,10.0,03,166,18,5301,163,60
3211,2013,95,7.7,1130,1000000,7.7,1130,8.2,9.0,01,166,85,3321,163,60
3212,2018,117,7.7,264,0,7.7,264,8.3,10.0,10,166,1403,7171,163,60
3213,2006,114,5.0,212,60000,5.0,212,6.9,9.0,12,166,2102,5928,163,60
3214,2016,88,5.7,10146,1600000,5.7,10146,7.2,8.0,07,166,4819,5447,163,60
3215,2014,95,4.2,295,0,4.2,295,4.6,4.0,07,1235,18,7468,885,991
3216,2013,95,3.1,849,0,3.1,849,3.6,3.0,04,1235,368,79,885,991
3217,2012,81,4.6,669,3000000,4.6,669,5.1,5.0,01,3025,18,2607,6010,6785
3218,2017,85,3.5,273,0,3.5,273,4.0,3.0,02,706,18,4912,6455,5148
3219,2016,104,4.8,5767,0,4.8,5767,6.9,8.0,01,4258,18,2474,6807,7177
3220,2015,82,4.5,5552,0,4.5,5552,4.7,5.0,08,3509,18,3616,6172,2143
3221,2018,99,5.2,854,0,5.2,854,5.5,5.0,03,877,18,523,2894,7009
3222,2011,101,4.5,382,5000000,4.5,382,4.6,5.0,05,3661,4044,523,268,6736
3223,2009,97,3.3,897,0,3.3,897,5.0,4.0,09,2427,2642,11,268,2434
3224,2008,91,5.1,278,0,5.1,278,5.7,5.5,06,116,3043,1030,268,3068
3225,2007,111,5.6,339,500000,5.6,339,6.3,7.0,10,940,3148,4502,268,510
3226,2013,91,5.9,313,0,5.9,313,6.2,6.0,10,551,210,7018,105,510
3227,2012,105,4.2,139,0,4.2,139,4.9,4.0,0,551,658,783,105,510
3228,2019,108,3.7,698,0,3.7,698,4.1,3.0,01,403,2556,6726,1011,7216
3229,2018,80,3.7,1178,0,3.7,1178,5.3,5.0,08,2566,18,6352,508,5891
3230,2012,90,3.6,3570,0,3.6,3570,4.0,3.0,05,847,5590,4987,508,6089
3231,2013,124,6.7,173,0,6.7,173,7.3,8.0,09,4577,5341,4620,508,6056
3232,2019,90,5.1,835,1000000,5.1,835,5.9,8.0,02,0,3299,787,6406,2446
3233,2018,105,4.2,1149,0,4.2,1149,6.3,7.0,08,3923,6351,787,1902,7212
3234,2019,80,2.9,155,0,2.9,155,3.5,3.0,08,0,453,7333,4966,3305
3235,2016,80,3.7,181,0,3.7,181,4.0,4.0,07,150,453,3343,596,941
3236,2014,80,4.7,2384,0,4.7,2384,5.2,5.0,07,150,1208,3197,596,941
3237,2015,84,4.2,656,200000,4.2,656,4.7,5.0,08,150,1021,831,596,6124
3238,2018,96,4.8,184,0,4.8,184,5.4,5.0,0,0,7017,2653,5259,5223
3239,2017,127,5.6,179,500,5.6,179,7.7,10.0,12,0,7019,2251,5923,6638
3240,2017,83,3.3,179,5000,3.3,179,5.2,5.0,12,0,5648,887,1387,1428
3241,2018,99,3.3,100,20000,3.3,100,5.2,4.5,11,0,5620,887,1387,1428
3242,2009,104,5.9,35853,4500000,5.9,35853,6.0,6.0,08,123,272,183,5628,7332
3243,2009,104,5.0,852,0,5.0,852,5.5,5.0,09,51,272,2088,652,7765
3244,2007,93,3.9,5649,10000000,3.9,5649,4.1,4.0,01,11,1156,102,652,2668
3245,2006,90,5.3,3014,0,5.3,3014,5.6,6.0,08,106,921,6625,652,6155
3246,2012,99,4.4,361,5000000,4.4,361,4.8,4.0,02,4306,272,4371,1755,804
3247,2010,86,3.6,427,3500000,3.6,427,4.7,4.0,0,5302,5569,4573,1755,804
3248,2018,79,3.2,183,0,3.2,183,4.0,3.0,02,0,5608,6374,2360,5986
3249,2018,73,3.9,590,0,3.9,590,4.5,4.0,05,0,1616,1768,3750,5305
3250,2018,106,5.5,1230,0,5.5,1230,5.6,6.0,07,0,280,5220,262,106
3251,2015,103,5.7,2668,0,5.7,2668,5.8,6.0,11,1750,1858,379,262,106
3252,2012,95,6.4,4633,0,6.4,4633,6.6,7.0,01,36,813,3383,262,106
3253,2011,94,6.3,156,100000,6.3,156,6.5,7.0,01,5275,6324,5653,262,106
3254,2016,120,5.2,163982,165000000,5.2,163982,5.3,5.0,09,9,150,5220,207,4287
3255,2009,158,5.8,347291,200000000,5.8,347291,5.9,6.0,11,1,93,348,207,6544
3256,2015,129,5.2,3425,13500000,5.2,3425,5.4,6.0,05,2663,3769,7300,207,5121
3257,2012,93,5.4,9329,3000000,5.4,9329,5.8,6.0,01,400,5116,5220,4270,737
3258,2019,89,6.5,980,0,6.5,980,6.7,7.0,10,3611,813,1858,4101,737
3259,2018,91,6.0,544,0,6.0,544,6.4,6.0,11,5768,280,317,1448,680
3260,2014,95,6.1,1242,0,6.1,1242,6.4,6.0,11,933,825,4247,1448,680
3261,2020,90,5.4,6994,0,5.4,6994,5.6,6.0,02,729,280,2300,5641,7114
3262,2017,70,6.6,148,0,6.6,148,7.0,8.0,0,0,4262,7238,6704,4802
3263,2018,96,3.7,828,0,3.7,828,4.3,4.0,01,0,4266,6472,2334,1602
3264,2019,90,1.9,959,1000000,1.9,959,2.6,1.0,06,4621,3311,410,6590,3306
3265,2006,90,4.2,459,0,4.2,459,5.8,6.0,0,4670,214,7048,2696,7741
3266,2016,89,4.1,171,0,4.1,171,5.6,5.0,0,2564,214,3496,3193,3285
3267,2017,98,4.2,183,0,4.2,183,5.5,5.0,0,1000,214,2642,2712,2032
3268,2018,88,5.7,143,0,5.7,143,6.3,6.0,09,0,5573,1795,3392,7585
3269,2018,96,4.6,831,1000000,4.6,831,6.3,6.0,10,0,2899,7105,4979,7343
3270,2019,80,6.9,664,0,6.9,664,7.4,8.0,04,0,2398,2801,3483,3170
3271,2019,95,4.2,175,0,4.2,175,5.0,5.0,03,0,445,4462,305,114
3272,2010,93,6.2,2761,0,6.2,2761,6.3,7.0,01,449,2539,5364,305,114
3273,2011,95,5.2,2145,0,5.2,2145,5.6,6.0,05,449,1962,7645,305,114
3274,2014,90,6.1,3751,1000000,6.1,3751,6.2,6.0,06,449,4225,7627,305,114
3275,2006,91,5.3,247,1500000,5.3,247,5.8,6.0,10,5380,445,830,3530,3218
3276,2016,87,5.3,434,0,5.3,434,6.0,6.0,10,2178,425,830,4036,3472
3277,2011,95,5.2,247,0,5.2,247,6.5,7.0,06,2611,445,4304,4576,4563
3278,2018,97,4.2,224,0,4.2,224,5.9,6.0,12,0,4489,6613,3844,4466
3279,2018,90,6.2,145,0,6.2,145,6.7,7.0,10,0,3619,3442,3785,6820
3280,2020,107,5.8,108,0,5.8,108,6.4,6.0,05,0,5162,4518,4254,5352
3281,2018,90,5.3,419,0,5.3,419,6.0,6.0,11,0,6545,1295,3877,6689
3282,2019,93,4.9,168,0,4.9,168,5.8,6.0,01,0,4419,2092,6317,1532
3283,2009,102,6.3,18518,0,6.3,18518,6.5,7.0,10,268,165,5724,2077,5394
3284,2006,136,6.9,237300,85000000,6.9,237300,7.1,7.0,02,1,66,575,1672,925
3285,2015,121,7.1,213024,35000000,7.1,213024,7.3,7.0,10,5770,17,678,1672,925
3286,2019,100,6.3,3504,0,6.3,3504,6.2,7.0,08,0,1355,1939,5506,4800
3287,2016,95,5.5,172,0,5.5,172,5.7,6.0,07,4162,1355,301,3684,6161
3288,2012,82,5.8,2996,0,5.8,2996,6.1,6.0,11,2153,90,301,980,920
3289,2016,118,7.9,182051,0,7.9,182051,8.0,8.0,12,512,1027,4548,980,920
3290,2013,84,5.6,228,0,5.6,228,5.8,6.0,04,293,75,301,4723,7768
3291,2019,86,4.7,135,0,4.7,135,5.0,5.0,03,0,3710,4370,2206,550
3292,2018,80,4.9,886,0,4.9,886,5.1,5.0,12,1335,303,7745,4057,550
3293,2019,98,5.6,14108,0,5.6,14108,5.7,6.0,08,0,5188,2148,932,4280
3294,2008,83,4.3,15185,0,4.3,15185,4.6,4.0,07,6,213,1182,932,1878
3295,2006,88,4.4,101,0,4.4,101,4.6,5.0,04,5830,3028,4716,4360,4644
3296,2006,75,5.0,624,0,5.0,624,5.9,6.0,07,1796,3417,5159,4179,4428
3297,2006,77,1.6,350,0,1.6,350,2.3,1.0,02,5802,5054,2800,5834,1917
3298,2007,84,6.5,71829,8600000,6.5,71829,6.7,7.0,11,21,557,409,1851,3822
3299,2007,93,6.2,19313,0,6.2,19313,6.4,6.0,06,253,242,409,2853,7150
3300,2010,92,4.9,24695,10000000,4.9,24695,5.0,5.0,07,228,557,335,155,388
3301,2016,86,6.3,117424,17000000,6.3,117424,6.4,6.0,06,1,1426,3336,1608,388
3302,2016,85,3.6,6244,0,3.6,6244,3.8,4.0,07,4744,341,5036,1351,388
3303,2013,96,6.7,110304,13000000,6.7,110304,6.9,7.0,09,83,568,201,155,530
3304,2014,92,5.8,11733,15000000,5.8,11733,5.9,6.0,04,337,134,254,4429,530
3305,2013,87,5.2,5909,2500000,5.2,5909,5.3,5.0,08,1292,1315,1449,1766,530
3306,2018,109,6.4,18108,0,6.4,18108,6.5,7.0,06,5189,506,4496,155,1212
3307,2007,119,7.2,154215,25000000,7.2,154215,7.3,7.0,10,3592,650,1068,3348,1212
3308,2019,99,6.4,49164,0,6.4,49164,6.5,7.0,10,17,332,468,155,757
3309,2015,100,5.6,9645,12000000,5.6,9645,5.9,6.0,09,3522,1360,1093,166,757
3310,2009,94,6.9,218699,90000000,6.9,218699,7.1,7.0,08,157,5081,1829,648,1345
3311,2012,88,6.6,187558,95000000,6.6,187558,6.8,7.0,09,302,4461,5070,1521,1345
3312,2014,101,6.3,77968,103000000,6.3,77968,6.5,7.0,04,157,1081,6790,648,409
3313,2007,85,6.7,67541,100000000,6.7,67541,6.9,7.0,10,1,51,97,4384,409
3314,2006,99,4.7,39973,40000000,4.7,39973,5.0,5.0,05,9,213,1266,200,409
3315,2014,114,7.3,190208,11000000,7.3,190208,7.4,7.0,07,156,4987,335,1666,1367
3316,2009,113,5.5,100007,70000000,5.5,100007,5.6,6.0,11,3,31,21,992,1367
3317,2010,124,7.0,706284,200000000,7.0,706284,7.1,7.0,04,5,44,6714,1666,691
3318,2012,123,5.9,72817,75000000,5.9,72817,6.2,6.0,06,8,320,1895,397,691
3319,2011,110,5.8,32371,25000000,5.8,32371,5.9,6.0,09,10,491,367,341,989
3320,2008,108,7.2,35653,11500000,7.2,35653,7.3,7.0,08,1286,46,1399,341,989
3321,2007,112,6.7,20004,13000000,6.7,20004,6.8,7.0,08,5659,23,675,341,6075
3322,2016,144,6.9,384887,178000000,6.9,384887,7.0,7.0,05,9,351,6556,1179,3175
3323,2015,97,5.2,4556,12000000,5.2,4556,5.5,5.0,11,4286,134,367,4519,5859
3324,2007,110,6.3,3651,0,6.3,3651,6.6,7.0,12,3314,1171,367,6880,258
3325,2006,99,6.8,137599,40000000,6.8,137599,7.0,7.0,06,2,141,36,5818,258
3326,2019,99,5.8,484,0,5.8,484,5.9,6.0,06,3171,2501,3674,2443,258
3327,2006,117,7.0,40767,14000000,7.0,40767,7.1,7.0,01,21,4168,4263,1321,1044
3328,2018,119,6.6,2935,0,6.6,2935,6.8,7.0,07,4695,99,5689,1321,1044
3329,2006,100,6.5,20584,7000000,6.5,20584,6.7,7.0,11,21,621,695,5732,6218
3330,2013,104,6.1,6451,5000000,6.1,6451,6.3,6.0,06,1028,330,695,484,1382
3331,2008,95,6.1,22251,0,6.1,22251,6.3,6.0,04,106,152,267,786,1382
3332,2011,97,6.1,908,0,6.1,908,6.3,6.0,02,4655,366,52,484,6517
3333,2016,86,6.4,12831,0,6.4,12831,6.4,6.0,09,41,52,415,484,2309
3334,2008,114,7.0,54967,22000000,7.0,54967,7.1,7.0,08,160,487,695,4883,1973
3335,2017,71,3.7,132,0,3.7,132,5.0,5.0,09,54,621,99,2439,2100
3336,2012,97,7.3,153445,145000000,7.3,153445,7.6,8.0,11,20,115,99,6767,439
3337,2010,91,7.0,46814,5000000,7.0,46814,7.0,7.0,02,293,483,242,791,439
3338,2013,130,7.0,2610,0,7.0,2610,7.3,8.0,09,1928,5002,4695,3654,439
3339,2012,90,4.8,336,0,4.8,336,5.4,5.0,10,6186,621,251,689,3894
3340,2008,99,5.7,294,0,5.7,294,6.1,6.0,06,1980,4668,400,689,4204
3341,2013,82,3.3,1781,600000,3.3,1781,3.5,3.0,05,3238,5034,5276,689,7395
3342,2009,97,4.5,2453,0,4.5,2453,4.7,5.0,12,11,91,251,3435,1654
3343,2006,81,3.9,668,130000,3.9,668,4.5,4.0,09,5018,3815,251,1428,6918
3344,2008,90,4.2,1251,2200000,4.2,1251,4.5,4.0,07,3895,291,2146,1428,7302
3345,2008,95,6.0,20292,0,6.0,20292,6.1,6.0,07,21,371,4959,6080,1239
3346,2011,100,7.8,558693,15000000,7.8,558693,7.8,8.0,09,243,57,1332,2026,1239
3347,2018,119,5.5,3328,0,5.5,3328,5.6,6.0,07,101,371,4373,4485,7272
3348,2015,100,6.4,14554,0,6.4,14554,6.6,7.0,09,607,371,149,5728,7440
