,imdb_title_id,title,original_title,year,date_published,genre,duration,country,production_company,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,females_allages_avg_vote,lead_actor,lead_director,lead_writer,month,production_number,actor_number,director_number,writer_number
295,tt3827684,The Hollow,The Hollow,2016,2016-10-07,"Crime, Drama, Mystery",128,USA,Historia Films,5.5,1633,0,5.5,1633,6.8,8.0,4.3,William Sadler,Miles Doleac,Miles Doleac,10,247,314,149,90
296,tt7771454,Hallowed Ground,Hallowed Ground,2019,2019-06-07,Horror,117,USA,Historia Films,4.6,538,0,4.6,538,7.0,8.0,2.8,Ritchie Montgomery,Miles Doleac,Miles Doleac,06,247,4046,149,90
297,tt3954294,A Gift Horse,A Gift Horse,2015,2015-04-14,Family,83,USA,BIC Media Solutions,5.8,228,0,5.8,228,6.1,6.0,5.5,John Schneider,Teddy Smith,Sean Huze,04,5236,9,699,463
298,tt5024894,Race to Redemption,Race to Redemption,2016,2019-11-21,"Drama, Family",82,USA,33 Pictures,5.0,277,0,5.0,277,5.8,5.0,5.2,Danielle Campbell,Teddy Smith,Sean Huze,11,1240,1133,699,463
299,tt2087989,The Tell-Tale Heart,The Tell-Tale Heart,2016,2016-04-05,Thriller,81,USA,Carnivale Productions,3.5,247,0,3.5,247,4.4,4.0,4.2,Patrick John Flueger,John La Tier,Sean Huze,04,5217,197,3689,463
300,tt7068878,Urban Country,Urban Country,2018,2018-08-03,"Comedy, Drama, Family",88,USA,Leverage Films,4.8,199,0,4.8,199,5.1,5.0,5.0,Brighton Sharbino,Teddy Smith,Gianna Montelaro,08,2728,1481,699,3114
301,tt4123718,WWJD What Would Jesus Do? The Journey Continues,WWJD What Would Jesus Do? The Journey Continues,2015,2015-03-31,Drama,95,USA,Nasser Entertainment,4.8,209,0,4.8,209,4.7,2.0,7.8,John Schneider,Gabriel Sabloff,Joseph Nasser,03,6091,9,83,2042
302,tt2065877,Apostle Peter and the Last Supper,Apostle Peter and the Last Supper,2012,2012,"Drama, History",88,USA,Pure Flix Productions,6.8,650,750000,6.8,650,7.3,8.0,7.7,Robert Loggia,Gabriel Sabloff,Timothy Ratajczak,0,267,60,83,1443
303,tt2521404,The Book of Esther,The Book of Esther,2013,2013-06-11,Drama,90,USA,Pure Flix Entertainment,4.2,958,0,4.2,958,4.8,4.5,5.3,Jen Lilley,David A.R. White,Timothy Ratajczak,06,64,1581,204,1443
304,tt3505812,The Black Rider: Revelation Road,The Black Rider: Revelation Road,2014,2014-10-07,"Action, Drama, Fantasy",112,USA,Pure Flix Entertainment,5.6,665,0,5.6,665,6.2,7.0,6.9,David A.R. White,Gabriel Sabloff,Gabriel Sabloff,10,64,54,83,2226
305,tt3915566,Dancer and the Dame,Dancer and the Dame,2015,2015-04-28,Comedy,91,USA,Pure Flix Entertainment,4.8,366,0,4.8,366,5.2,5.0,5.4,Billy Gardell,Gabriel Sabloff,Tommy Blaze,04,64,4578,83,171
306,tt1684558,Marriage Retreat,Marriage Retreat,2011,2011,"Comedy, Drama, Romance",90,USA,0,5.3,500,2000000,5.3,500,6.1,7.0,5.9,Jeff Fahey,David Christiaan,Tommy Blaze,0,0,383,3632,171
307,tt1814790,Me Again,Me Again,2012,2012,"Comedy, Drama",98,USA,Latigo Entertainment,5.8,793,0,5.8,793,6.3,7.0,6.4,David A.R. White,David A.R. White,Tommy Blaze,0,949,54,204,171
308,tt2171809,Brother White,Brother White,2012,2012,"Comedy, Drama",88,USA,Pure Flix Entertainment,5.8,575,1000000,5.8,575,6.5,7.0,6.7,David A.R. White,Brian Herzlinger,Tommy Blaze,0,64,54,236,171
309,tt4162034,Hate Crime,Hate Crime,2017,2017,Drama,90,USA,Erath Entertainment,3.4,124,0,3.4,124,3.5,2.0,10.0,John Schneider,Steven Esteb,Jonah Tapper,0,3452,9,2501,4738
310,tt4372736,Because of Grácia,Because of Grácia,2017,2017-09-15,"Comedy, Drama, Romance",107,USA,Check the Gate Productions,6.3,185,1200000,6.3,185,6.8,9.0,6.3,John Schneider,Tom Simes,Tom Simes,09,5148,9,3886,3639
311,tt6619188,The Favorite,The Favorite,2019,2019-09-13,Drama,108,USA,Lightbearer Films,5.5,335,630000,5.5,335,5.8,6.0,7.6,John Schneider,Curtis Graham,Luke Benjamin Bernard,09,1784,9,1188,5517
312,tt1922748,The Investigator,The Investigator,2013,2013-09-13,"Drama, Family, Sport",101,USA,Gabriel's Messenger Films,5.5,301,1100000,5.5,301,7.0,8.0,6.8,Brandon Larracuente,Curtis Graham,Richard A. Romano,09,5237,6431,1188,1919
313,tt0808905,Period Piece,Period Piece,2006,2006-01-25,"Comedy, Drama",80,USA,0,6.4,136,1000,6.4,136,6.7,7.0,4.8,Bill Tyree,Giuseppe Andrews,Giuseppe Andrews,01,0,2676,6897,6939
314,tt0815230,Redrum,Redrum,2007,2007-10-30,Comedy,88,USA,0,4.1,313,0,4.1,313,4.5,4.0,5.6,Kenny Young,Kenny Young,Carl Seaton,10,0,5218,121,6204
315,tt3505754,Bachelors,Bachelors,2015,2015-11-14,Comedy,86,USA,James Young Entertainment,3.9,396,0,3.9,396,4.3,4.0,4.1,Fred Willard,Kenny Young,Kenny Young,11,912,447,121,1356
316,tt1764664,C'mon Man,C'mon Man,2012,2012-06-26,Comedy,101,USA,James Young Entertainment,3.6,211,0,3.6,211,4.9,4.0,4.3,Tony Rock,Kenny Young,Kenny Young,06,912,1718,121,1356
317,tt7281126,Miss Me This Christmas,Miss Me This Christmas,2017,2017-12-03,"Comedy, Romance",87,USA,Poke Prod,4.3,449,0,4.3,449,4.7,5.0,4.3,Erica Ash,Kenny Young,Yvette Foy,12,194,5575,121,2824
318,tt7281472,Al Natale non si resiste,You Can't Fight Christmas,2017,2017-12-10,"Comedy, Family, Romance",87,USA,Poke Prod,4.6,725,0,4.6,725,4.8,5.0,4.6,Brely Evans,Kenny Young,Marnie Martin,12,194,2090,121,2521
319,tt0822831,Man Maid,Man Maid,2008,2009-10-28,Comedy,86,USA,0,4.5,165,0,4.5,165,4.9,5.0,4.2,Phillip Vaden,Chris Lusvardi,Chris Lusvardi,10,0,1278,6003,6715
320,tt0425359,Pope Dreams,Pope Dreams,2006,2006-04-27,Drama,105,USA,Pescadito Productions,6.7,255,750000,6.7,255,7.1,7.0,5.9,Phillip Vaden,Patrick Hogan,Patrick Hogan,04,1604,1278,4233,5339
321,tt0827498,Tè di sangue e filo rosso,Blood Tea and Red String,2006,2006-10-04,"Animation, Fantasy",71,USA,0,7.1,1092,0,7.1,1092,7.2,7.0,7.5,0,Christiane Cegavske,Christiane Cegavske,10,0,5,5812,1593
322,tt1709173,Unaware,Unaware,2010,2013-03-12,"Horror, Sci-Fi, Thriller",81,USA,0,4.5,1055,0,4.5,1055,4.8,5.0,4.7,0,Sean Bardin,Sean Bardin,03,0,5,5919,6634
323,tt5731746,Blood Type,Blood Type,2019,2019-11-29,"Action, Fantasy, Horror",58,USA,Kaizen Filmworks,7.0,110,0,7.0,110,7.6,9.0,9.5,Hallie Shepherd,0,Margaret S.E. Smith,11,5472,1236,0,1545
324,tt2278803,A Dog for Christmas,A Dog for Christmas,2015,2015-12-12,"Comedy, Family",89,USA,Be Your Own Hollywood,7.2,234,250000,7.2,234,7.4,9.0,8.2,Dean Cain,0,Joel Paul Reisig,12,198,15,0,502
325,tt1314222,American Scream King,American Scream King,2010,2012-01-03,"Comedy, Horror",71,USA,Be Your Own Hollywood,3.5,156,0,3.5,156,4.5,4.0,3.1,Jordon Hodges,Joel Paul Reisig,Joel Paul Reisig,01,198,713,224,502
326,tt1087522,Fraternity House,Fraternity House,2008,2009-07-28,Comedy,82,USA,Alpha Theta Chi Films,2.4,595,50000,2.4,595,3.0,2.0,1.4,Joel Paul Reisig,Antonijs Prizevoits,Joel Paul Reisig,07,2423,1806,2696,502
327,tt2027202,RiffTrax Live: House on Haunted Hill,RiffTrax Live: House on Haunted Hill,2010,2010-10-28,"Comedy, Horror",116,USA,Rifftrax,6.8,181,0,6.8,181,7.2,8.0,6.4,Bill Corbett,0,Conor Lastowka,10,100,89,0,716
328,tt5696110,RiffTrax Live: Time Chasers,RiffTrax Live: Time Chasers,2016,2016-05-05,Sci-Fi,106,USA,Camp Digital,6.4,125,70000,6.4,125,6.8,7.0,6.3,Bill Corbett,David Giancola,Conor Lastowka,05,4825,89,437,716
329,tt2183080,RiffTrax Live: Manos - The Hands of Fate,RiffTrax Live: Manos - The Hands of Fate,2012,2012-08-16,"Comedy, Horror",95,USA,Rifftrax,6.7,382,0,6.7,382,7.1,8.0,7.3,Michael J. Nelson,0,Michael J. Nelson,08,100,2263,0,1789
330,tt8236566,The Dip Run,The Dip Run,2018,2018-11-20,Comedy,96,USA,Full Lip Entertainment,2.6,169,150000,2.6,169,4.5,3.0,3.4,Jared Boyce,0,Jesse Ryan,11,3070,6096,0,6673
331,tt9062580,Alone,Alone,2019,2019-05-20,"Adventure, Drama, Sci-Fi",69,USA,Euro Hollywood,6.4,206,570000,6.4,206,6.4,7.0,7.0,Karolina Alvarez,0,Jose C. Lima,05,3543,4140,0,7218
332,tt8675532,The Fear Footage,The Fear Footage,2018,2018-07-20,Horror,71,USA,0,4.6,518,0,4.6,518,4.3,2.0,4.3,0,Ricky Umberger,Ricky Umberger,07,0,5,6343,2223
333,tt1013607,Idiots and Angels,Idiots and Angels,2008,2009-01-14,"Animation, Comedy, Drama",78,USA,Bill Plympton Studios,7.1,2977,125000,7.1,2977,7.1,7.0,7.2,0,Bill Plympton,Bill Plympton,01,705,5,1435,1474
334,tt2361846,Cheatin',Cheatin',2013,2014-04-23,"Animation, Comedy, Drama",76,USA,Bill Plympton Studios,7.0,803,0,7.0,803,7.0,7.0,7.2,Sophia Takal,Bill Plympton,Bill Plympton,04,705,377,1435,1474
335,tt6175402,Feedback,Feedback,2017,2017-01-13,"Comedy, Drama, Thriller",108,USA,GoulartMedia,6.8,100,28000000,6.8,100,8.6,10.0,10.0,0,Derek Owen,Risa Williams,01,2323,5,4219,6908
336,tt0827781,Read You Like a Book,Read You Like a Book,2006,2006-10-01,"Drama, Romance",101,USA,0,5.0,122,0,5.0,122,5.1,5.0,5.5,Tony Amendola,Robert N. Zagone,Jim Vaccaro,10,0,2559,5660,2674
337,tt0829437,Thunder Over Reno,Thunder Over Reno,2008,2008,Adventure,93,USA,0,7.1,306,2200000,7.1,306,8.0,10.0,5.0,Bobby Aronofsky,Mitch Carley,Mitch Carley,0,0,3656,6560,6147
338,tt0834965,Universal Remote,Universal Remote,2007,2007-03-29,Comedy,78,USA,0,3.4,227,1000000,3.4,227,4.6,4.0,3.9,D.C. Douglas,Gary Hardwick,Gary Hardwick,03,0,439,3513,5793
339,tt2217790,Apocalypse Kiss,Apocalypse Kiss,2014,2014-04-08,Sci-Fi,101,USA,Potent Media,2.5,194,1200000,2.5,194,3.4,2.0,2.7,D.C. Douglas,Christian Grillo,Christian Grillo,04,1102,439,511,462
340,tt3361068,Potent Media's Sugar Skull Girls,Potent Media's Sugar Skull Girls,2016,2016-10-01,"Comedy, Horror",70,USA,Martini Pictures,2.5,113,1500000,2.5,113,3.2,2.0,2.9,Leslie Easterbrook,Christian Grillo,Christian Grillo,10,4976,180,511,462
341,tt1964634,Deer Crossing,Deer Crossing,2012,2012-09-25,"Crime, Drama, Horror",110,USA,Potent Media,3.1,387,50000,3.1,387,4.2,3.0,3.4,Christopher Mann,Christian Grillo,Christian Grillo,09,1102,1183,511,462
342,tt3901256,KILD TV,KILD TV,2016,2016-04-19,"Horror, Thriller",87,USA,Eye Candy Films,3.8,221,0,3.8,221,4.7,4.0,3.5,D.C. Douglas,William Collins,Channing Whitaker,04,4537,439,4705,3625
343,tt0843852,Growing Out,Growing Out,2009,2009-01-23,"Comedy, Horror",106,USA,0,4.0,317,150000,4.0,317,5.0,4.0,2.8,Michael Hampton,Graham Ratliff,Garett Ratliff,01,0,1798,2920,4081
344,tt0870101,The Dark Horse,The Dark Horse,2008,2008,"Drama, Family, Sport",105,USA,0,4.5,120,0,4.5,120,5.0,5.0,4.4,Carol Roscoe,Cornelia Duryée,Cornelia Duryée,0,0,725,890,4067
345,tt1800677,Camilla Dickinson,Camilla Dickinson,2012,2015-08-25,"Family, Romance",117,USA,Kairos Productions,5.6,127,0,5.6,127,7.0,7.0,6.4,Adelaide Clemens,Cornelia Duryée,Madeleine L'Engle,08,3720,3835,890,7110
346,tt3665760,If There's a Hell Below,If There's a Hell Below,2016,2016-01-24,"Drama, Mystery, Thriller",94,USA,Erasmus Films,4.1,310,0,4.1,310,4.4,4.0,3.6,Carol Roscoe,Nathan Williams,Matthew Williams,01,2443,725,3231,4316
347,tt0886531,Shades of Ray,Shades of Ray,2008,2008-10-18,"Comedy, Drama, Romance",86,USA,0,7.0,1327,0,7.0,1327,7.4,8.0,7.3,Zachary Levi,Jaffar Mahmood,Jaffar Mahmood,10,0,1126,4517,7814
348,tt1231580,Alvin Superstar 2,Alvin and the Chipmunks: The Squeakquel,2009,2010-01-29,"Animation, Comedy, Family",88,USA,Fox 2000 Pictures,4.5,42604,75000000,4.5,42604,4.8,5.0,5.2,Zachary Levi,Betty Thomas,Jon Vitti,01,14,1126,2548,934
349,tt0952640,Alvin Superstar,Alvin and the Chipmunks,2007,2008-01-18,"Animation, Comedy, Family",92,USA,Fox 2000 Pictures,5.2,74906,60000000,5.2,74906,5.5,6.0,5.7,Jason Lee,Tim Hill,Jon Vitti,01,14,170,639,934
350,tt0892096,Remarkable Power,Remarkable Power,2008,2008-01-26,Comedy,91,USA,0,5.5,327,0,5.5,327,6.1,6.0,5.8,Whitney Able,Brandon Beckner,Brandon Beckner,01,0,959,4527,4391
351,tt2226321,Dark,Dark,2015,2015-11-05,"Drama, Thriller",93,USA,ADIUVO Productions,3.5,2489,400000,3.5,2489,7.5,8.0,3.5,Whitney Able,Nick Basile,Elias,11,3416,959,2187,173
352,tt0486617,LovecraCked! The Movie,LovecraCked! The Movie,2006,2006-07-24,"Comedy, Fantasy, Horror",84,USA,Biff Juggernaut Productions,4.2,152,10000,4.2,152,4.6,4.0,5.8,Elias,Tomas Almgren,Elias,07,732,4005,7058,173
353,tt4044896,Ayla,Ayla,2017,2017-09-21,"Drama, Fantasy, Horror",86,USA,Clayface Pictures,3.2,622,0,3.2,622,4.2,3.0,2.5,Nicholas Wilder,Elias,Elias,09,5946,752,1572,173
354,tt1506459,Gut,Gut,2012,2012-10-26,"Drama, Horror, Thriller",91,USA,Gut Productions,3.8,870,0,3.8,870,4.4,4.0,3.6,Jason Vail,Elias,Elias,10,2600,6611,1572,173
355,tt0899145,Don't Fade Away,Don't Fade Away,2010,2011,Drama,89,USA,0,4.9,333,2400000,4.9,333,6.0,6.0,5.2,Ryan Kwanten,Luke Kasdan,Luke Kasdan,0,0,216,4717,7473
356,tt0455760,Dead Silence,Dead Silence,2007,2007-03-16,"Horror, Mystery, Thriller",89,USA,Universal Pictures,6.2,83440,20000000,6.2,83440,6.4,6.0,6.3,Ryan Kwanten,James Wan,Leigh Whannell,03,3,216,576,614
357,tt2490326,Cooties,Cooties,2014,2015-09-18,"Action, Comedy, Horror",88,USA,SpectreVision,5.7,22433,0,5.7,22433,5.7,6.0,5.8,Elijah Wood,Jonathan Milott,Leigh Whannell,09,485,1047,724,614
358,tt1457767,L'evocazione - The Conjuring,The Conjuring,2013,2013-08-21,"Horror, Mystery, Thriller",112,USA,New Line Cinema,7.5,430412,20000000,7.5,430412,7.7,8.0,7.5,Vera Farmiga,James Wan,Chad Hayes,08,8,390,576,5868
359,tt0804461,Death Sentence,Death Sentence,2007,2007-08-31,"Action, Crime, Drama",105,USA,Twentieth Century Fox,6.8,68198,20000000,6.8,68198,6.9,7.0,6.7,Kevin Bacon,James Wan,Ian Mackenzie Jeffers,08,9,369,576,3693
360,tt1949605,"Mozart, un cane per due",Who Gets the Dog?,2016,2016-09-13,Comedy,95,USA,2DS Productions,4.9,1244,0,4.9,1244,5.1,5.0,5.2,Ryan Kwanten,Huck Botko,Matt JL Wheeler,09,450,216,222,5387
361,tt2091325,Johnson il cattivo,Bad Johnson,2014,2014-05-02,"Comedy, Fantasy, Romance",88,USA,2DS Productions,4.5,4785,0,4.5,4785,4.8,5.0,4.6,Jamie Chung,Huck Botko,Jeff Tetreault,05,450,696,222,5214
362,tt5523004,We Love You,We Love You,2016,2016-11-22,Comedy,77,USA,Awesomeness Films,3.3,327,0,3.3,327,4.1,3.0,2.9,Yousef Erakat,Huck Botko,Alan Yang,11,72,3075,222,298
363,tt1878942,Date and Switch,Date and Switch,2014,2014-02-14,"Comedy, Drama, Romance",91,USA,Dude Productions,5.7,7621,0,5.7,7621,5.9,6.0,5.9,Quinn Lord,Chris Nelson,Alan Yang,02,3307,4513,456,298
364,tt8902948,Tigertail,Tigertail,2020,2020-04-10,Drama,91,USA,MACRO,6.4,2552,0,6.4,2552,6.5,7.0,6.4,Tzi Ma,Alan Yang,Alan Yang,04,2833,1970,3924,298
365,tt1695994,The Virginity Hit,The Virginity Hit,2010,2010-09-24,Comedy,86,USA,Artists First,4.6,3744,2000000,4.6,3744,4.9,5.0,4.3,Matt Bennett,Huck Botko,Andrew Gurland,09,296,2734,222,2966
366,tt3520290,I combattenti,Blunt Force Trauma,2015,2015-11-12,Action,97,USA,ETA Films,4.6,1584,1000000,4.6,1584,4.9,5.0,4.8,Ryan Kwanten,Ken Sanzel,Ken Sanzel,11,1018,216,987,1343
367,tt8535180,Kill Chain,Kill Chain,2019,2019-10-18,"Action, Thriller",91,USA,Cinetel Films,5.0,2812,0,5.0,2812,5.2,5.0,4.8,Nicolas Cage,Ken Sanzel,Ken Sanzel,10,116,1,987,1343
368,tt4454078,Supercon,Supercon,2018,2018-12-26,"Action, Comedy",100,USA,MOmentum Productions,3.6,732,5500000,3.6,732,4.1,4.0,4.1,Ryan Kwanten,Zak Knutson,Zak Knutson,12,4173,216,6327,5397
369,tt0960886,You,You,2009,2009-05-08,Drama,84,USA,0,5.7,112,0,5.7,112,6.6,8.0,6.5,Melora Hardin,Melora Hardin,Gildart Jackson,05,0,727,3584,1758
370,tt5031388,Cruel Hearts,Cruel Hearts,2018,2018-11-10,Thriller,86,USA,Conspicuous Pictures,5.0,128,0,5.0,128,5.7,6.0,5.0,Melora Hardin,Paul Osborne,Paul Osborne,11,1192,727,1631,530
371,tt1971397,Favor,Favor,2013,2013-04-05,Thriller,102,USA,Conspicuous Pictures,6.3,845,0,6.3,845,6.4,7.0,6.4,Blayne Weaver,Paul Osborne,Paul Osborne,04,1192,668,1631,530
372,tt0438486,Ten 'til Noon,Ten 'til Noon,2006,2006-02-03,"Crime, Mystery, Thriller",83,USA,Shut Up & Shoot Pictures,5.5,1249,750000,5.5,1249,5.7,6.0,5.0,Alfonso Freeman,Scott Storm,Paul Osborne,02,3021,5010,6405,530
373,tt0975720,RSO: Registered Sex Offender,RSO: Registered Sex Offender,2008,2008-03-01,Comedy,80,USA,0,5.8,440,500000,5.8,440,6.5,7.0,5.6,Gabriel McIver,Bob Byington,Bob Byington,03,0,6533,200,105
374,tt1196165,Harmony and Me,Harmony and Me,2009,2010-01-15,Comedy,75,USA,Film Science,6.2,367,0,6.2,367,6.8,7.0,6.7,Justin Rice,Bob Byington,Bob Byington,01,71,1731,200,105
375,tt2014346,Somebody Up There Likes Me,Somebody Up There Likes Me,2012,2013-03-08,"Comedy, Romance",76,USA,Somebody the Movie LLC,5.8,1491,0,5.8,1491,5.9,6.0,5.6,Nick Offerman,Bob Byington,Bob Byington,03,4501,1018,200,105
376,tt9613316,Frances Ferguson,Frances Ferguson,2019,2019-11-28,Comedy,74,USA,The Substitute,6.1,355,500000,6.1,355,6.3,7.0,6.1,Kaley Wheless,Bob Byington,Bob Byington,11,4351,5653,200,105
377,tt0978670,Un amore da vicino,The Neighbor,2007,2008-11-28,"Comedy, Romance",98,USA,0,5.4,1092,0,5.4,1092,4.8,5.0,5.3,Matthew Modine,Eddie O'Flaherty,J.P. Davis,11,0,318,2251,2034
378,tt0473500,Che bel pasticcio,Kettle of Fish,2006,2006-07-11,"Comedy, Romance",97,USA,Eagle Pictures,5.2,644,2000000,5.2,644,5.4,5.0,5.3,Matthew Modine,Claudia Myers,Claudia Myers,07,6349,318,772,1367
379,tt4622682,Above the Shadows,Above the Shadows,2019,2019-07-19,"Drama, Fantasy, Romance",111,USA,HIPZEE,5.9,1618,0,5.9,1618,6.2,6.0,6.4,Olivia Thirlby,Claudia Myers,Claudia Myers,07,4608,3337,772,1367
380,tt1053880,"Little Fish, Strange Pond","Little Fish, Strange Pond",2009,2009-10-23,"Comedy, Crime, Drama",80,USA,Crazy Dogs Films,3.8,1449,485000,3.8,1449,4.5,4.0,3.6,Matthew Modine,Gregory Dark,Robert Dean Klein,10,3329,318,7041,1016
381,tt0433963,Dark Ride,Dark Ride,2006,2006-10-20,"Horror, Thriller",94,USA,Lions Gate Films,4.6,5971,0,4.6,5971,4.8,5.0,4.5,Jamie-Lynn Sigler,Craig Singer,Robert Dean Klein,10,284,299,803,1016
382,tt1264115,The Trial,The Trial,2010,2010-09-10,"Drama, Mystery",101,USA,G.o.d. studios-Audio Postproduction,5.6,1351,0,5.6,1351,5.8,6.0,5.7,Matthew Modine,Gary Wheeler,Mark Freiburger,09,2471,318,103,975
383,tt1376205,Jimmy,Jimmy,2013,2013-06-04,"Drama, Family, Fantasy",95,USA,Dog Days Entertainment,6.1,330,270000,6.1,330,6.7,7.0,6.7,Ted Levine,Mark Freiburger,Mark Freiburger,06,910,588,1568,975
384,tt0762115,The List,The List,2007,2007-04-22,Thriller,105,USA,Level Path Productions,3.9,1647,0,3.9,1647,4.9,4.0,4.0,Malcolm McDowell,Gary Wheeler,Michelle Hoppe,04,543,38,103,7088
385,tt2899120,The Perfect Summer,The Perfect Summer,2013,2013-07-13,Drama,120,USA,Level Path Productions,5.4,342,0,5.4,342,5.9,6.0,5.7,Eric Roberts,Gary Wheeler,Nathan Scoggins,07,543,0,103,831
386,tt1014766,The Least of These,The Least of These,2008,2011-08-02,"Drama, Mystery, Thriller",97,USA,Number 3 Films,6.1,222,1000000,6.1,222,6.7,7.0,6.1,Isaiah Washington,Nathan Scoggins,Nathan Scoggins,08,5539,688,3663,831
387,tt10808294,Christmas on the Range,Christmas on the Range,2019,2019-12-09,"Romance, Western",90,USA,Sydney Productions,5.9,177,0,5.9,177,6.1,6.0,6.1,Erin Cahill,Gary Wheeler,Torry Martin,12,769,437,103,7514
388,tt3305388,Mountain Top,Mountain Top,2017,2017-02-10,"Drama, Family, Mystery",102,USA,Level Path Productions,7.4,272,750000,7.4,272,8.0,8.0,7.4,Barry Corbin,Gary Wheeler,Gary Wheeler,02,543,658,103,4875
389,tt4923846,Christmas in the Smokies,Christmas in the Smokies,2015,2015-10-15,"Drama, Family, Romance",88,USA,Imagicomm Films,5.9,1102,0,5.9,1102,6.0,6.0,6.3,Sarah Lancaster,Gary Wheeler,Richard Clark Jr.,10,1401,4383,103,4606
390,tt0979900,Into the Arms of Strangers,Into the Arms of Strangers,2007,2007-04-06,"Drama, Mystery, Thriller",93,USA,0,5.5,128,75000,5.5,128,6.4,6.0,5.6,Ron Carey,Chris Harris,Chris Harris,04,0,2627,2706,6062
391,tt0980999,Four,Four,2012,2013-09-13,"Drama, Romance",75,USA,0,5.9,443,200000,5.9,443,6.2,6.0,6.1,E.J. Bonilla,Joshua Sanchez,Christopher Shinn,09,0,677,2743,1677
392,tt0760166,Don't Let Me Drown,Don't Let Me Drown,2009,2009-04-24,"Drama, Romance",105,USA,Parts and Labor,6.6,373,0,6.6,373,6.9,7.0,7.0,E.J. Bonilla,Cruz Angeles,Cruz Angeles,04,96,677,2779,1864
393,tt2190492,The House That Jack Built,The House That Jack Built,2013,2013-06-16,"Drama, Family",90,USA,Walk Up Productions,6.2,116,0,6.2,116,6.9,7.0,5.8,E.J. Bonilla,Henry Barrial,Joseph B. Vasquez,06,2773,677,505,3990
394,tt1262414,Pig,Pig,2011,2015-07-02,"Drama, Mystery, Sci-Fi",90,USA,Antic Pictures,5.8,572,0,5.8,572,6.2,6.0,6.2,Rudolf Martin,Henry Barrial,Henry Barrial,07,5832,5336,505,1177
395,tt4952044,DriverX,DriverX,2017,2018-11-30,Drama,98,USA,Mark Stolaroff Productions,5.6,546,0,5.6,546,6.1,6.0,5.9,Patrick Fabian,Henry Barrial,Henry Barrial,11,2518,791,505,1177
396,tt0988043,One-Eyed Monster,One-Eyed Monster,2008,2008-11-11,"Comedy, Horror, Sci-Fi",84,USA,0,4.2,2311,0,4.2,2311,4.6,4.0,4.3,Amber Benson,Adam Fields,Jordan Fields,11,0,68,5913,4545
397,tt0483722,"Lovers, Liars and Lunatics","Lovers, Liars and Lunatics",2006,2006-03-18,"Comedy, Crime",87,USA,Benson Entertainment Inc.,6.6,141,0,6.6,141,7.7,9.0,8.2,Amber Benson,Amber Benson,Amber Benson,03,1592,68,1205,647
398,tt7445510,Oscar Pistorius - Il campione omicida,Oscar Pistorius: Blade Runner Killer,2017,2017-11-08,Drama,90,USA,Thinkfactory Media,5.0,346,0,5.0,346,4.9,5.0,5.4,Andreas Damm,Norman Stone,Amber Benson,11,1197,5935,4520,647
399,tt1232775,Drones,Drones,2010,2010-01-23,Comedy,98,USA,Finish Films,6.3,490,500000,6.3,490,6.7,7.0,6.6,Jonathan M. Woodward,Amber Benson,Ben Acker,01,1327,1947,1205,1974
400,tt1991034,Dust Up,Dust Up,2012,2012-09-28,"Action, Adventure, Comedy",94,USA,Drexel Box Productions,4.9,286,0,4.9,286,5.7,6.0,5.1,Amber Benson,Ward Roberts,Ward Roberts,09,224,68,1382,1070
401,tt0469690,Little Big Top,Little Big Top,2006,2006-10-21,Comedy,83,USA,Fly High Films,6.3,135,240000,6.3,135,6.8,7.0,7.1,Sid Haig,Ward Roberts,Ward Roberts,10,413,1269,1382,1070
402,tt0494277,Strictly Sexual,Strictly Sexual,2008,2008-06-06,"Comedy, Drama, Romance",100,USA,DKZ Films,6.3,5071,0,6.3,5071,6.7,7.0,6.3,Amber Benson,Joel Viertel,Stevie Long,06,5073,68,2274,873
403,tt1031658,Beautiful Girl,Beautiful Girl,2014,2014-12-01,Drama,90,USA,Proton Entertainment,4.4,346,3000000,4.4,346,5.9,5.0,4.3,Brendan Sexton III,Stevie Long,Stevie Long,12,4044,777,2427,873
404,tt1270296,The Killing Jar - Situazione critica,The Killing Jar,2010,2010-01-01,"Crime, Mystery, Thriller",92,USA,Mark Young Films,5.8,2500,400000,5.8,2500,5.9,6.0,6.0,Amber Benson,Mark Young,Mark Young,01,4555,68,69,89
405,tt4974778,Feral,Feral,2017,2017-09-23,"Action, Drama, Horror",90,USA,Alternate Ending Films,4.5,2433,0,4.5,2433,5.0,5.0,4.8,Scout Taylor-Compton,Mark Young,Mark Young,09,3405,94,69,89
406,tt0803075,Southern Gothic,Southern Gothic,2007,2007,"Drama, Horror",104,USA,Tasty Pixels Inc.,4.3,278,900000,4.3,278,4.8,5.0,3.9,Yul Vazquez,Mark Young,Mark Young,0,3114,852,69,89
407,tt1153043,The Least Among You,The Least Among You,2009,2009-01-12,"Biography, Drama",98,USA,Witenuckle Films,4.4,136,2000000,4.4,136,5.4,5.0,4.7,Cedric Sanders,Mark Young,Mark Young,01,2916,4861,69,89
408,tt7935392,Limbo,Limbo,2019,2019-08-22,"Comedy, Drama, Horror",90,USA,Limbo Entertainment,4.9,304,0,4.9,304,5.3,5.0,4.3,Lucian Charles Collier,Mark Young,Mark Young,08,2082,6935,69,89
